apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Доступні нові {} версії для наступних додатків
apps/frappe/frappe/core/doctype/data_export/exporter.py,Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish.,"Лише обов&#39;язкові поля, необхідні для нових записів. Ви можете видалити необов&#39;язкові стовпці, якщо хочете."
apps/frappe/frappe/desk/page/user_profile/user_profile.html,Show More Activity,Показати більше активності
apps/frappe/frappe/templates/includes/login/login.js,Enter Code displayed in OTP App.,"Введіть код, відображений у додатку OTP."
apps/frappe/frappe/public/js/frappe/views/calendar/calendar.js,Unable to update event,Не вдалося оновити подія
apps/frappe/frappe/twofactor.py,Verification code has been sent to your registered email address.,Код підтвердження був надісланий на вашу зареєстровану електронну адресу.
apps/frappe/frappe/core/doctype/user/user.py,Throttled,Дросельний
apps/frappe/frappe/utils/data.py,"Filter must have 4 values (doctype, fieldname, operator, value): {0}","Фільтр повинен мати 4 значення (доктайпів, ім&#39;я_поля, оператор, значення): {0}"
apps/frappe/frappe/public/js/frappe/list/list_view.js,Apply Assignment Rule,Застосувати правило призначення
apps/frappe/frappe/utils/bot.py,show,шоу
apps/frappe/frappe/utils/data.py,Invalid field name {0},Неправильне ім&#39;я поля {0}
apps/frappe/frappe/model/document.py,{0} must be after {1},{0} повинен бути після {1}
DocType: Address Template,Address Template,Шаблон адреси
DocType: Workflow State,text-height,Текст висоти
DocType: Data Migration Plan Mapping,Data Migration Plan Mapping,Мапування плану міграції даних
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,Starting Frappé ...,Запуск Frappé ...
DocType: Web Form Field,Max Length,Максимальна довжина
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,For {0} {1},Для {0} {1}
DocType: Print Format,Jinja,Джинджа
DocType: Workflow State,map-marker,Карта-маркер
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Submit an Issue,Подати поблему
DocType: Event,Repeat this Event,Повторіть цю подію
DocType: Address,Maintenance User,Користувач Технічного обслуговування
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,"LDAP Search String needs to end with a placeholder, eg sAMAccountName={0}","Пошуковий рядок LDAP повинен закінчуватися заповнювачем, наприклад, sAMAccountName = {0}"
apps/frappe/frappe/utils/password_strength.py,Avoid dates and years that are associated with you.,"Уникайте дат і років, які пов&#39;язані з вами."
DocType: Custom DocPerm,Amend,Відновити
DocType: Data Import,Generated File,Згенерований файл
DocType: Transaction Log,Previous Hash,Попередній хаш
DocType: File,Is Attachments Folder,є текою долучень
apps/frappe/frappe/public/js/frappe/views/treeview.js,Expand All,Розгорнути все
apps/frappe/frappe/public/js/frappe/chat.js,Select a chat to start messaging.,"Виберіть чат, щоб розпочати обмін повідомленнями."
apps/frappe/frappe/public/js/frappe/form/controls/table.js,Processing,Обробка
apps/frappe/frappe/contacts/report/addresses_and_contacts/addresses_and_contacts.js,Please select Entity Type first,"Будь ласка, виберіть спочатку &quot;Тип одиниці&quot;"
apps/frappe/frappe/templates/includes/login/login.js,Valid Login id required.,Ім’я користувача має бути дійсним
apps/frappe/frappe/model/rename_doc.py,Please select a valid csv file with data,"Будь ласка, виберіть правильний файл CSV з даними"
apps/frappe/frappe/core/doctype/docshare/docshare.py,{0} un-shared this document with {1},{0} не поділився цим документом з {1}
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained {0} point,Ви набрали {0} балів
DocType: LDAP Settings,SSL/TLS Mode,Режим SSL / TLS
DocType: DocType,"Make ""name"" searchable in Global Search",Зробити «ім&#39;я» для пошуку в Глобальному Пошуку
apps/frappe/frappe/core/doctype/version/version_view.html,Row # ,Ряд #
apps/frappe/frappe/templates/emails/auto_reply.html,This is an automatically generated reply,Це автоматична відповідь
DocType: Help Category,Category Description,Опис категорії
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Default Theme,Тема за замовчуванням
apps/frappe/frappe/model/document.py,Record does not exist,Запис не існує
apps/frappe/frappe/website/doctype/personal_data_deletion_request/personal_data_deletion_request.py,The process for deletion of {0} data associated with {1} has been initiated.,"Ініційовано процес видалення {0} даних, пов’язаних із {1}."
apps/frappe/frappe/core/doctype/version/version_view.html,Original Value,первісна вартість
DocType: Help Category,Help Category,Довідка з категорій
apps/frappe/frappe/utils/oauth.py,User {0} is disabled,Користувач {0} відключена
DocType: Dashboard Chart,Last Month,Останній місяць
apps/frappe/frappe/www/404.html,Page missing or moved,Сторінка відсутня або її було переміщено
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html,Reviews,Відгуки
DocType: DocType,Route,маршрут
apps/frappe/frappe/config/integrations.py,Razorpay Payment gateway settings,Налаштування шлюзу оплати Razorpay
apps/frappe/frappe/website/doctype/website_slideshow/website_slideshow.js,Fetch attached images from document,Завантажте прикріплені зображення з документа
DocType: Chat Room,Name,Ім&#39;я
DocType: Contact Us Settings,Skype,Skype
DocType: Chat Profile,Notification Tones,Тональні сповіщення
DocType: Assignment Rule,Load Balancing,Балансування завантаження
DocType: OAuth Authorization Code,Valid,дійсний
apps/frappe/frappe/public/js/frappe/form/controls/link.js,Open Link,Відкрити посилання
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,Your Language,Ваша мова
DocType: Dashboard Chart,Average,Середній
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Row,Додати рядок
DocType: Tag Category,Doctypes,DOCTYPEs
apps/frappe/frappe/public/js/frappe/form/print.js,Printer,Принтер
apps/frappe/frappe/desk/query_report.py,Query must be a SELECT,Запит повинен бути ВИБІР
DocType: Auto Repeat,Completed,Завершено
DocType: File,Is Private,Є приватним
DocType: Data Export,Select DocType,Виберіть DocType
apps/frappe/frappe/public/js/frappe/request.js,File size exceeded the maximum allowed size of {0} MB,Розмір файлу перевищив максимально допустимий розмір {0} МБ
apps/frappe/frappe/desk/doctype/dashboard_chart/dashboard_chart.js,Created On,Дата створення
DocType: Workflow State,align-center,вирівняти-центр
DocType: Address,Lakshadweep Islands,Лакшадвільскіе острова
DocType: DocType,Allow events in timeline,Дозволити події на часовій шкалі
apps/frappe/frappe/public/js/frappe/form/templates/set_sharing.html,Can Write,Може Написати
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Certain documents, like an Invoice, should not be changed once final. The final state for such documents is called Submitted. You can restrict which roles can Submit.","Деякі документи, як рахунки-фактури не можуть змінюватись після фіналізації Кінцевий стан для таких документів називається Проведений. Ви можете обмежити ролі, що можуть проводити."
DocType: Newsletter,Test Email Address,Тест E-mail адреса
DocType: Auto Repeat,Reference Document Type,Посилання Тип документа
DocType: ToDo,Sender,Відправник
DocType: Google Drive,Backup Folder Name,Ім&#39;я папки резервного копіювання
apps/frappe/frappe/email/doctype/notification/notification.py,Error while evaluating Notification {0}. Please fix your template.,Помилка при оцінці сповіщення {0}. Виправте свій шаблон.
DocType: GSuite Settings,Google Apps Script,Google Apps Script
apps/frappe/frappe/templates/includes/comments/comments.html,Leave a Comment,Залишити коментар
apps/frappe/frappe/website/doctype/help_article/templates/help_article.html,More articles on {0},Інші статті на {0}
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,No contacts linked to document,"Немає контактів, пов’язаних із документом"
DocType: Letter Head,Footer will display correctly only in PDF,Нижній колонтитул відображається правильно лише у форматі PDF
apps/frappe/frappe/core/doctype/data_import/data_import_list.js,Pending,До
DocType: System Settings,Allow only one session per user,Дозволити лише один сеанс для кожного користувача
apps/frappe/frappe/core/doctype/file/test_file.py,Home/Test Folder 1/Test Folder 3,Головна/Тестова Тека 1/Тестова Тека 3
DocType: Website Settings,&lt;head&gt; HTML,&lt;HEAD&gt; HTML-
apps/frappe/frappe/public/js/frappe/views/calendar/calendar.js,Select or drag across time slots to create a new event.,"Виберіть або перетягніть по часових комірках, щоб створити нову подію."
DocType: Contact,Contact Details,Контактні дані
DocType: DocField,In Filter,У фільтр
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Kanban,Kanban
DocType: DocType,Show in Module Section,Показати в розділі Модуль
DocType: Workflow Document State,Is Optional State,Є необов&#39;язковою державою
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,The {0} is already on auto repeat {1},{0} вже ввімкнено автоматичне повторення {1}
DocType: Letter Head,Header HTML,HTML заголовка
apps/frappe/frappe/core/doctype/communication/communication.js,Relink,Перередактіруйте
apps/frappe/frappe/templates/includes/login/login.js,SMS was not sent. Please contact Administrator.,SMS не надіслано. Зверніться до адміністратора.
DocType: Web Page,"Page to show on the website
","Сторінка, що буде показана на веб-сайті"
apps/frappe/frappe/config/settings.py,Create and manage newsletter,Створюйте інформаційний бюлетень та керуйте ним
DocType: Note,Seen By Table,побачені таблиці
apps/frappe/frappe/www/third_party_apps.html,Logged in,Увійшли в
apps/frappe/frappe/email/doctype/email_account/email_account_list.js,Default Sending and Inbox,За замовчуванням Відправлення та Вхідні
DocType: System Settings,OTP App,OTP-додаток
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Successfully updated {0} record out of {1}.,{0} запис із {1} успішно оновлено.
DocType: Google Drive,Send Email for Successful Backup,Надіслати електронний лист для успішного резервного копіювання
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.py,Scheduler is inactive. Cannot import data.,Планувальник неактивний. Неможливо імпортувати дані.
DocType: Print Settings,Letter,Лист
DocType: DocType,"Naming Options:
<ol><li><b>field:[fieldname]</b> - By Field</li><li><b>naming_series:</b> - By Naming Series (field called naming_series must be present</li><li><b>Prompt</b> - Prompt user for a name</li><li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####</li>
<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Replace all braced words (fieldnames, date words (DD, MM, YY), series) with their value. Outside braces, any characters can be used.</li></ol>","Параметри імен: <ol><li> <b>поле: [поле поля]</b> - по полю </li><li> <b>naming_series:</b> - За <b>іменем</b> серії (поле, яке називається naming_series, має бути присутнім </li><li> <b>Підказка</b> - Постійний користувач для імені </li><li> <b>[серія]</b> - Серія за префіксом (розділена крапкою); наприклад PRE. ##### </li><li> <b>Формат: ПРИКЛАД - {MM} morewords {поле поля1} - {fieldname2} - {#####}</b> - Замінити всі прикріплені слова (імена поля, слова дати (DD, MM, YY), серії) з їх значенням. За межами дужок можна використовувати будь-які символи. </li></ol>"
apps/frappe/frappe/public/js/frappe/views/interaction.js,There were errors while creating the document. Please try again.,Під час створення документа виникла помилка. Будь ласка спробуйте ще раз.
apps/frappe/frappe/core/doctype/doctype/doctype.py,Image field must be of type Attach Image,Поле Зображення повинно бути типу Приєднати зображення
apps/frappe/frappe/permissions.py,You are not allowed to export {} doctype,Вам не дозволяється експортувати {} doctype
DocType: DocField,Columns,колони
apps/frappe/frappe/desk/form/assign_to.py,Shared with user {0} with read access,Доступний користувачеві {0} з доступом до читання
DocType: GCalendar Account,Next Sync Token,Далі Синхронізований Токен
DocType: Energy Point Settings,Energy Point Settings,Налаштування енергетичної точки
DocType: Async Task,Succeeded,Завершено успішно
apps/frappe/frappe/public/js/frappe/form/save.js,Mandatory fields required in {0},Обов&#39;язкові поля обов&#39;язкові в {0}
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Reset Permissions for {0}?,Скидання дозволів для {0}?
apps/frappe/frappe/config/desktop.py,Users and Permissions,Люди і дозволу
DocType: S3 Backup Settings,S3 Backup Settings,Налаштування резервної копії S3
apps/frappe/frappe/core/doctype/version/version_view.html,Rows Removed,ряди Вилучені
apps/frappe/frappe/permissions.py,{0} {1} not found,{0} {1} не знайдено
apps/frappe/frappe/www/login.py,Mobile Number,Номер мобільного
DocType: Comment,Attachment Removed,Долучення видалено
apps/frappe/frappe/utils/password_strength.py,Recent years are easy to guess.,За останні роки легко здогадатися.
DocType: Calendar View,Subject Field,Тематичне поле
apps/frappe/frappe/public/js/frappe/views/interaction.js,The document has been assigned to {0},Документ присвоєно {0}
DocType: System Settings,Show Full Error and Allow Reporting of Issues to the Developer,Показати повну помилку і Дозволити повідомляти про проблеми Розробника
apps/frappe/frappe/www/third_party_apps.html,Active Sessions,Активні сесії
DocType: DocType,ASC,ASC
apps/frappe/frappe/public/js/frappe/form/print.js,New Print Format Name,Нова назва формату друку
apps/frappe/frappe/templates/emails/data_deletion_approval.html,Click on the link below to approve the request,"Натисніть посилання нижче, щоб затвердити запит"
DocType: Workflow State,align-left,вирівняти лівий
DocType: User,Defaults,За замовчуванням
DocType: Energy Point Log,Revert Of,Повернення
apps/frappe/frappe/public/js/frappe/model/model.js,Merge with existing,Злиття з існуючими
DocType: User,Birth Date,Дата народження
DocType: Communication Link,Link Title,лінк титли
DocType: Workflow State,fast-backward,швидко назад
DocType: Address,Chandigarh,Чандігарх
DocType: DocShare,DocShare,DocShare
DocType: Assignment Rule Day,Friday,П&#39;ятниця
apps/frappe/frappe/public/js/frappe/form/quick_entry.js,Edit in full page,Редагувати в повній сторінці
apps/frappe/frappe/public/js/frappe/list/list_view.js,Open list item,Відкрити елемент списку
DocType: Report,Add Total Row,Додати загальний підсумок
apps/frappe/frappe/public/js/frappe/form/print.js,No Preview available,Попередній перегляд недоступний
apps/frappe/frappe/twofactor.py,Please check your registered email address for instructions on how to proceed. Do not close this window as you will have to return to it.,"Будь ласка, перевірте свою зареєстровану електронну адресу, щоб дізнатися, як продовжити. Не закривайте це вікно, тому що вам доведеться повернутися до нього."
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,For example if you cancel and amend INV004 it will become a new document INV004-1. This helps you to keep track of each amendment.,"Наприклад, якщо ви скасуєте та відновите INV004, він стане новим документом INV004-1. Це допомагає стежити за кожною поправкою."
apps/frappe/frappe/core/doctype/data_export/data_export.js,Atleast one field of Parent Document Type is mandatory,Принаймні одне поле типу батьківського документа обов&#39;язкове
apps/frappe/frappe/config/settings.py,Setup Reports to be emailed at regular intervals,"Звіти по установці, щоб отримувати по електронній пошті через регулярні проміжки часу"
DocType: Workflow Document State,0 - Draft; 1 - Submitted; 2 - Cancelled,0 - Чернетка; 1 - Проведено; 2 - Відмінено
DocType: File,Attached To DocType,Долучено до ДокТипу
DocType: DocField,Int,Int
DocType: Error Log,Title,Назва
apps/frappe/frappe/integrations/doctype/razorpay_settings/razorpay_settings.py,"Seems issue with server's razorpay config. Don't worry, in case of failure amount will get refunded to your account.","Здається, питання з razorpay конфігурації сервера. Не хвилюйтеся, у разі відмови суми буде отримати повернення на ваш рахунок."
apps/frappe/frappe/public/js/frappe/list/list_view.js,Customize,Налаштувати
apps/frappe/frappe/core/doctype/user/user.js,View Permitted Documents,Переглянути дозволені документи
apps/frappe/frappe/utils/print_format.py,You need to install pycups to use this feature!,Для використання цієї функції вам потрібно встановити pycups!
apps/frappe/frappe/templates/pages/integrations/gcalendar-success.html,Your connection request to Google Calendar was successfully accepted,Ваш запит на підключення до календаря Google був успішно прийнятий
DocType: Tag Link,Tag Link,Посилання тегів
apps/frappe/frappe/core/report/transaction_log_report/transaction_log_report.py,Chain Integrity,Цілісність ланцюга
DocType: Data Export,CSV,CSV
DocType: Currency,"1 Currency = [?] Fraction
For e.g. 1 USD = 100 Cent","1 Валюта = [?] Частка. Наприклад, 1 ГРН = 100 копійок"
DocType: Data Import,Partially Successful,Частково Успішний
apps/frappe/frappe/core/doctype/user/user.py,"Too many users signed up recently, so the registration is disabled. Please try back in an hour","Занадто багато користувачів зареєструвалися в останнім часом, так що реєстрація відключена. Будь ласка, спробуйте ще раз через годину"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Add New Permission Rule,Додати нове правило дозволу
apps/frappe/frappe/public/js/frappe/form/link_selector.js,You can use wildcard %,Ви можете використовувати груповий символ%
DocType: LDAP Settings,LDAP Group Mappings,Групові відображення LDAP
DocType: Chat Message Attachment,Chat Message Attachment,Прикріплення повідомлень чату
DocType: LDAP Settings,Path to CA Certs File,Шлях до файлу сертифікатів CA
DocType: Address,Manipur,Manipur
DocType: Web Form Field,Allow Read On All Link Options,Дозволити прочитати всі параметри посилання
DocType: DocType,Database Engine,Database Engine
DocType: Customize Form,"Fields separated by comma (,) will be included in the ""Search By"" list of Search dialog box","Поля, розділені комами (,) будуть включені в &quot;Пошук по&quot; списку діалоговому вікні Пошук"
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,Please Duplicate this Website Theme to customize.,"Ласка, дублювати цю сторінку Тема для настройки."
DocType: Address,Meghalaya,Meghalaya
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,Invalid username or password,Неправильне ім&#39;я користувача або пароль
DocType: DocField,Text Editor,Текстовий редактор
apps/frappe/frappe/config/website.py,Settings for About Us Page.,"Налаштування для сторінки ""Про нас""."
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Edit Custom HTML,Редагувати замовлення HTML
DocType: Error Snapshot,Error Snapshot,Знімок Помилка
DocType: S3 Backup Settings,ap-northeast-3,ap-північний схід-3
DocType: Data Migration Mapping,Remote Primary Key,Віддалений основний ключ
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,In,У
DocType: Notification,Value Change,Значення Зміна
DocType: Google Contacts,Authorize Google Contacts Access,Авторизуйте доступ до контактів Google
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Showing only Numeric fields from Report,Показуються лише цифрові поля з звіту
DocType: Data Import Beta,Import Type,Тип імпорту
DocType: Access Log,HTML Page,Сторінка HTML
DocType: Address,Subsidiary,Дочірня компанія
apps/frappe/frappe/public/js/frappe/form/print.js,Attempting Connection to QZ Tray...,Спроба підключення до лотка QZ ...
DocType: System Settings,In Hours,У годиннику
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Google Drive - Could not find folder in Google Drive - Error Code {0},Google Drive - Не вдалося знайти папку на Диску Google - Код помилки {0}
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,With Letterhead,З бланку
apps/frappe/frappe/email/smtp.py,Invalid Outgoing Mail Server or Port,Невірний Сервер вихідної пошти або порт
DocType: Custom DocPerm,Write,Запис
apps/frappe/frappe/core/doctype/report/report.py,Only Administrator allowed to create Query / Script Reports,Лише адміністратор дозволив створити Query / Script Звіти
apps/frappe/frappe/public/js/frappe/form/save.js,Updating,Оновлення
DocType: Data Import Beta,Preview,Попередній перегляд
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.js,"Field ""value"" is mandatory. Please specify value to be updated","Поле &quot;Значення&quot; є обов&#39;язковим. Будь ласка, вкажіть значення для поновлення"
DocType: Customize Form,Use this fieldname to generate title,Використовуйте ім'я цього поля щоб генерувати заголовок
apps/frappe/frappe/email/doctype/email_group/email_group.js,Import Email From,Імпортувати пошту з
apps/frappe/frappe/contacts/doctype/contact/contact.js,Invite as User,Запросити стати користувачем
DocType: Data Migration Run,Started,Початок
apps/frappe/frappe/permissions.py,User {0} does not have access to this document,Користувач {0} не має доступу до цього документа
DocType: Data Migration Run,End Time,Час закінчення
apps/frappe/frappe/public/js/frappe/views/interaction.js,Select Attachments,Виберіть Вкладення
apps/frappe/frappe/model/naming.py, for {0},для {0}
apps/frappe/frappe/public/js/frappe/form/print.js,You are not allowed to print this document,Ви не можете надрукувати цей документ
apps/frappe/frappe/data_migration/doctype/data_migration_run/data_migration_run.js,Currently updating {0},В даний час оновлення {0}
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.py,Please set filters value in Report Filter table.,"Будь ласка, встановіть значення фільтрів в Report Filter таблиці."
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Export All {0} rows?,Експортувати всі {0} рядки?
DocType: Page,Standard,Стандарт
apps/frappe/frappe/core/doctype/data_import/data_import.js,Attach File,Долучити файл
DocType: Data Migration Plan,Preprocess Method,Метод попередньої обробки
apps/frappe/frappe/desk/form/document_follow.py,Document Follow Notification,Документ слідування сповіщення
apps/frappe/frappe/desk/page/backups/backups.html,Size,Розмір
apps/frappe/frappe/public/js/frappe/form/sidebar/assign_to.js,Assignment Complete,Призначення Повний
DocType: Desktop Icon,Idx,Idx
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html,Toggle Full Width,Переключення на повну ширину
DocType: Address,Madhya Pradesh,Мадхья-Прадеш
DocType: Deleted Document,New Name,Нове ім&#39;я
DocType: System Settings,Is First Startup,Перший запуск
DocType: Communication,Email Status,Email Статус
apps/frappe/frappe/public/js/frappe/form/sidebar/assign_to.js,Please save the document before removing assignment,"Будь ласка, збережіть документ, перш ніж знімати призначення"
apps/frappe/frappe/public/js/frappe/form/grid_row_form.js,Insert Above,Вставити до
apps/frappe/frappe/custom/doctype/custom_script/custom_script.js,Add script for Child Table,Додати сценарій для дочірньої таблиці
apps/frappe/frappe/desk/form/utils.py,Comment can only be edited by the owner,Коментар може редагувати лише власник
DocType: Data Import,Do not send Emails,Не надсилайте електронні листи
apps/frappe/frappe/utils/password_strength.py,Common names and surnames are easy to guess.,Загальні імена та прізвища легко здогадатися.
DocType: Google Drive,Google Drive,Google Диск
apps/frappe/frappe/public/js/frappe/model/indicator.js,Draft,Чернетка
apps/frappe/frappe/utils/password_strength.py,This is similar to a commonly used password.,Це схоже на що часто використовується пароль.
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Female,Жінка
DocType: Success Action,Success Action,Успіх дії
apps/frappe/frappe/public/js/frappe/model/indicator.js,Not Saved,Не збережено
apps/frappe/frappe/www/third_party_apps.html,Revoke,Скасувати
apps/frappe/frappe/public/js/frappe/form/sidebar/document_follow.js,You are now following this document. You will receive daily updates via email. You can change this in User Settings.,Тепер ви стежите за цим документом. Ви будете отримувати щоденні оновлення електронною поштою. Ви можете змінити це в Налаштуваннях користувача.
DocType: Contact,Replied,Відповів
DocType: Newsletter,Test,Тест
DocType: Custom Field,Default Value,Значення за замовчуванням
DocType: Email Account,Enable Automatic Linking in Documents,Увімкнути автоматичне посилання в документах
DocType: System Settings,Allow Guests to Upload Files,Дозволити гостям завантажувати файли
apps/frappe/frappe/public/js/frappe/ui/messages.js,Verify,Перевірити
DocType: Workflow Document State,Update Field,Оновлення поле
DocType: Chat Profile,Enable Chat,Увімкнути чат
DocType: LDAP Settings,Base Distinguished Name (DN),Підстава различающееся ім&#39;я (DN)
apps/frappe/frappe/email/doctype/email_account/email_account.py,Leave this conversation,Залиште цю розмову
apps/frappe/frappe/model/base_document.py,Options not set for link field {0},Опції не встановлений галузі зв&#39;язку {0}
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,Queue / Worker,Черга / працівник
DocType: S3 Backup Settings,ap-southeast-1,ap-південний схід-1
DocType: DocType,"Must be of type ""Attach Image""",Повинно бути типу &quot;Приєднати зображення&quot;
apps/frappe/frappe/core/doctype/data_import/data_import.js,Unselect All,Unselect Все
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,You cannot unset 'Read Only' for field {0},"Ви не можете відозначити ""Тільки читання"" для поля {0}"
DocType: Auto Email Report,Zero means send records updated at anytime,"Нуль означає, що надіслані записи оновлюються в будь-який момент"
DocType: Auto Email Report,Zero means send records updated at anytime,"Нуль означає, що надіслані записи оновлюються в будь-який момент"
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,Complete Setup,Завершення установки
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Updated successfully,Оновлено успішно
DocType: Workflow State,asterisk,зірочка
DocType: Data Import,Successful,Успішний
apps/frappe/frappe/core/doctype/data_export/exporter.py,Please do not change the template headings.,"Будь-ласка, не змінюйте заголовки шаблону."
DocType: Activity Log,Linked,Зв&#39;язаний
apps/frappe/frappe/config/desk.py,Activity log of all users.,Журнал активність всіх користувачів.
DocType: Workflow State,shopping-cart,кошик
apps/frappe/frappe/public/js/frappe/views/gantt/gantt_view.js,Week,тиждень
DocType: DocType,Open a dialog with mandatory fields to create a new record quickly,Відкрийте діалогове вікно із обов&#39;язковими полями для швидкого створення нової записи
apps/frappe/frappe/templates/includes/login/login.js,Not Allowed: Disabled User,Не дозволено: інвалідований користувач
DocType: Social Login Key,Google,Google
DocType: Email Domain,Example Email Address,Приклад E-mail адреса
apps/frappe/frappe/public/js/frappe/ui/sort_selector.js,Most Used,Найбільш часто використовувані
,user-profile,профіль користувача
apps/frappe/frappe/www/login.html,Forgot Password,Забули пароль
DocType: Dropbox Settings,Backup Frequency,Резервне копіювання частоти
DocType: Workflow State,Inverse,Зворотний
DocType: DocField,User permissions should not apply for this Link,Права користувачів не повинні застосовуватися для цієї Посилання
apps/frappe/frappe/model/naming.py,Invalid naming series (. missing),Невірний серії імен (. Відсутня)
DocType: Web Form,Show Attachments,Показати вкладення
DocType: Language,Language,Мова
apps/frappe/frappe/public/js/frappe/desk.js,Browser not supported,Браузер не підтримується
apps/frappe/frappe/public/js/frappe/desk.js,Browser not supported,Браузер не підтримується
DocType: Social Login Key,Client URLs,URL-адреси клієнта
apps/frappe/frappe/templates/pages/integrations/braintree_checkout.py,Some information is missing,Деяка інформація відсутня
apps/frappe/frappe/public/js/frappe/views/interaction.js,{0} created successfully,{0} успішно створено
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,"Skipping {0} of {1}, {2}","Пропуск {0} з {1}, {2}"
DocType: Custom DocPerm,Cancel,Скасувати
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Bulk Delete,Масове видалення
apps/frappe/frappe/core/doctype/file/file.py,File {0} does not exist,Файл {0} не існує
DocType: Dashboard Chart,Dashboard Chart,Діаграма панелі
DocType: Dashboard Chart,Last Quarter,Останній квартал
apps/frappe/frappe/config/website.py,List of themes for Website.,Список тем для веб-сайту.
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,"Dear User,","Шановний користувач,"
apps/frappe/frappe/core/doctype/role_permission_for_page_and_report/role_permission_for_page_and_report.js,Successfully Updated,Успішно оновлене
DocType: Activity Log,Logout,Вийти
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions at higher levels are Field Level permissions. All Fields have a Permission Level set against them and the rules defined at that permissions apply to the field. This is useful in case you want to hide or make certain field read-only for certain Roles.,"Дозволи на більш високих рівнях це дозволу поле рівні. Всі поля мають набір Введено рівень проти них і правила, визначені в тому, що дозволи застосовуються до поля. Це корисно у випадку, якщо ви хочете, щоб приховати або зробити якесь поле тільки для читання певних ролей."
DocType: SMS Settings,"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","Введіть тут статичні параметри URL (Як-от, sender=ERPNext, username=ERPNext, password=1234 тощо)"
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Google Font,Google Font
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"If these instructions where not helpful, please add in your suggestions on GitHub Issues.","Якщо ці інструкції вам не допомогли, додайте, будь ласка, ваші пропозиції у розділ Issues репозиторію на GitHub"
DocType: Workflow State,bookmark,закладка
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Folder name should not include '/' (slash),Ім&#39;я папки не повинно містити «/» (слеш)
DocType: Note,Note,Примітка
apps/frappe/frappe/core/doctype/error_snapshot/error_snapshot.html,Error Report,Звіт про помилки
apps/frappe/frappe/config/settings.py,Export Data in CSV / Excel format.,Експортувати дані у форматі CSV / Excel.
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.py,Setting up Global Search documents.,Налаштування документів глобального пошуку.
apps/frappe/frappe/www/qrcode.html,Authentication Apps you can use are: ,"Програми автентифікації, які ви можете використовувати, є:"
apps/frappe/frappe/public/js/frappe/form/controls/data.js,{0} already exists. Select another name,{0} вже існує. Виберіть інше ім&#39;я
DocType: S3 Backup Settings,None,Ні
apps/frappe/frappe/core/doctype/doctype/doctype.py,Timeline field must be a valid fieldname,Терміни поле повинно бути дійсним ім&#39;я_поля
DocType: Contact,Email Ids,E-mail ідентифікатори
