apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Đã có bản phát hành {} mới cho các ứng dụng sau
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""aaa"" are easy to guess",Lặp đi lặp lại như &quot;aaa&quot; rất dễ đoán
apps/frappe/frappe/public/js/frappe/chat.js,New Chat,Cuộc trò truyện mới
DocType: Top Bar Item,"If you set this, this Item will come in a drop-down under the selected parent.","Nếu bạn thiết lập này, khoản này sẽ đến trong một thả xuống dưới mẫu gốc được lựa chọn."
DocType: Print Format,Show Section Headings,Hiện tiêu đề mục
DocType: Bulk Update,Limit,Giới hạn
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,We have received a request for deletion of {0} data associated with: {1},Chúng tôi đã nhận được yêu cầu xóa dữ liệu {0} được liên kết với: {1}
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_layout.html,Add a new section,Thêm mục mới
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,Filtered Records,Hồ sơ đã lọc
apps/frappe/frappe/www/printview.py,No template found at path: {0},Không có mẫu tìm thấy tại đường : {0}
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,No Email Account,Không có tài khoản email
DocType: Comment,Cancelled,Hủy
DocType: Chat Room,Avatar,Avatar
DocType: Blogger,Posts,Bài viết
DocType: Social Login Key,Salesforce,Lực lượng bán hàng
DocType: DocType,Has Web View,Có thể xem trên web
apps/frappe/frappe/core/doctype/doctype/doctype.py,"DocType's name should start with a letter and it can only consist of letters, numbers, spaces and underscores","Tên DocType nên bắt đầu bằng chữ cái và nó chỉ có thể bao gồm các chữ cái, số, dấu khoảng cách và gạch chân"
DocType: Dashboard,Dashboard Name,Tên bảng điều khiển
apps/frappe/frappe/www/update-password.html,The password of your account has expired.,Mật khẩu của tài khoản của bạn đã hết hạn.
DocType: Communication,Spam,RAC
DocType: Integration Request,Integration Request,tích hợp Yêu cầu
apps/frappe/frappe/public/js/frappe/views/communication.js,Dear,Thân
apps/frappe/frappe/public/js/frappe/ui/group_by/group_by.js,Add Group,Thêm nhóm
DocType: Address,Maharashtra,Maharashstra
DocType: Auto Repeat,Accounts User,Người dùng kế toán
DocType: Web Page,HTML for header section. Optional,HTML cho phần tiêu đề. Không bắt buộc
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html,This feature is brand new and still experimental,Tính năng này là thương hiệu mới và vẫn đang thử nghiệm
apps/frappe/frappe/model/rename_doc.py,Maximum {0} rows allowed,Tối đa {0} hàng cho phép
DocType: Dashboard Chart Link,Chart,Đồ thị
DocType: Email Unsubscribe,Global Unsubscribe,Hủy đăng ký toàn cầu
apps/frappe/frappe/utils/password_strength.py,This is a very common password.,Đây là một mật khẩu rất phổ biến.
apps/frappe/frappe/email/doctype/email_group/email_group.js,View,Xem
DocType: Comment,Assigned,giao
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.js,Click on <b>Authorize Google Drive Access</b> to authorize Google Drive Access.,Nhấp vào <b>Ủy quyền truy cập Google Drive</b> để ủy quyền truy cập Google Drive.
DocType: Print Format,Js,Js
apps/frappe/frappe/public/js/frappe/views/communication.js,Select Print Format,Chọn In Định dạng
apps/frappe/frappe/utils/password_strength.py,Short keyboard patterns are easy to guess,các mẫu bàn phím ngắn rất dễ đoán
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,Generate New Report,Tạo báo cáo mới
DocType: Portal Settings,Portal Menu,Portal Menu
apps/frappe/frappe/database/schema.py,Length of {0} should be between 1 and 1000,Chiều dài của {0} nên nằm trong khoảng từ 1 đến 1000
apps/frappe/frappe/public/js/frappe/ui/toolbar/search.js,Search for anything,Tìm kiếm bất cứ điều gì
DocType: Data Migration Connector,Hostname,Tên máy chủ
DocType: Data Migration Mapping,Condition Detail,Chi tiết Tình trạng
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"For currency {0}, the minimum transaction amount should be {1}","Đối với đơn vị tiền tệ {0}, số tiền giao dịch tối thiểu phải là {1}"
DocType: DocField,Print Hide,In Ẩn
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,To User,Đến người dùng
apps/frappe/frappe/public/js/frappe/ui/messages.js,Enter Value,Giá trị nhập
DocType: Workflow State,tint,gạch sọc
DocType: DocField,In Preview,Trong bản xem trước
DocType: Webhook,JSON Request Body,Phần thân yêu cầu JSON
DocType: Web Page,Style,Thời trang
DocType: Prepared Report,Report End Time,Thời gian kết thúc báo cáo
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js,e.g.:,ví dụ như:
apps/frappe/frappe/website/doctype/blog_post/blog_post.py,{0} comments,{0} bình luận
apps/frappe/frappe/public/js/frappe/desk.js,Version Updated,Đã cập nhật phiên bản
DocType: Customize Form Field,Label and Type,Nhãn và Loại
DocType: Workflow State,forward,về phía trước
apps/frappe/frappe/public/js/frappe/form/sidebar/form_sidebar.js,{0} edited this {1},{0} đã sửa {1} này
DocType: Custom DocPerm,Submit,Gửi
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,New Folder,Thư mục mới
DocType: Email Account,Uses the Email Address mentioned in this Account as the Sender for all emails sent using this Account. ,Sử dụng Địa chỉ Email nêu tại tài khoản này là người gửi cho tất cả các email được gửi bằng tài khoản này.
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Toggle Charts,Chuyển đổi biểu đồ
DocType: Website Settings,Sub-domain provided by erpnext.com,Sub-domain cung cấp bởi erpnext.com
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,Setting up your system,Thiết lập hệ thống của bạn
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Descendants Of,Hậu duệ của
DocType: System Settings,dd-mm-yyyy,ngày-tháng-năm
apps/frappe/frappe/desk/query_report.py,Must have report permission to access this report.,Phải có sự cho phép báo cáo để truy cập báo cáo này.
apps/frappe/frappe/core/doctype/system_settings/system_settings.py,Please select Minimum Password Score,Vui lòng chọn Điểm mật khẩu Tối thiểu
apps/frappe/frappe/core/doctype/system_settings/system_settings.py,Please select Minimum Password Score,Vui lòng chọn Điểm mật khẩu Tối thiểu
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,Added,Thêm
DocType: Personal Data Download Request,Personal Data Download Request,Yêu cầu tải xuống dữ liệu cá nhân
DocType: DocField,Table MultiSelect,Bảng MultiSelect
apps/frappe/frappe/config/integrations.py,Google Calendar Integration.,Tích hợp Lịch Google.
DocType: Auto Repeat,Half-yearly,Nửa năm
apps/frappe/frappe/templates/emails/upcoming_events.html,Daily Event Digest is sent for Calendar Events where reminders are set.,báo cáo sự kiện hàng ngày được gửi như là Lịch sự kiện cùng với nhắc nhở
DocType: Braintree Settings,Header Image,Hình ảnh Tiêu đề
apps/frappe/frappe/website/doctype/website_settings/website_settings.js,View Website,Xem trang web
DocType: Web Form,Message to be displayed on successful completion (only for Guest users),Thông báo được hiển thị khi hoàn thành thành công (chỉ dành cho Người dùng Khách)
DocType: Workflow State,remove,Xóa Bỏ
DocType: Email Domain,If non standard port (e.g. 587),Nếu cổng phi tiêu chuẩn (ví dụ 587)
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,{0} criticism points for {1} {2},{0} điểm chỉ trích cho {1} {2}
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,{0} criticism point for {1} {2},{0} điểm chỉ trích cho {1} {2}
apps/frappe/frappe/templates/includes/comments/comments.py,Comments cannot have links or email addresses,Nhận xét không thể có liên kết hoặc địa chỉ email
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html,Reload,Nạp lại
apps/frappe/frappe/config/customization.py,Add your own Tag Categories,Thêm Tag của riêng bạn Categories
apps/frappe/frappe/desk/query_report.py,Total,Tổng sồ
DocType: Event,Participants,Các thành phần đối tượng
DocType: Integration Request,Reference DocName,Tên tài liệu tham khảo
DocType: Web Form,Success Message,Thành công tin nhắn
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js,Export Customizations,Tuỳ chỉnh xuất khẩu
apps/frappe/frappe/website/doctype/web_page/web_page.py,End Date cannot be before Start Date!,Ngày kết thúc không được trước ngày bắt đầu!
DocType: DocType,User Cannot Search,Người sử dụng không thể tìm kiếm
DocType: Communication Link,Communication Link,Liên kết truyền thông
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.py,Invalid Output Format,Định dạng đầu ra không hợp lệ
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot {0} {1},Không thể {0} {1}
DocType: Custom DocPerm,Apply this rule if the User is the Owner,Áp dụng quy tắc này nếu người dùng là chủ sở hữu
DocType: Global Search Settings,Global Search Settings,Cài đặt tìm kiếm toàn cầu
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,Will be your login ID,Sẽ là ID đăng nhập của bạn
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Global Search Document Types Reset.,Đặt lại loại tài liệu tìm kiếm toàn cầu.
,Lead Conversion Time,Thời gian chuyển đổi khách hàng tiềm năng
apps/frappe/frappe/desk/page/activity/activity.js,Build Report,Báo cáo xây dựng
DocType: Note,Notify users with a popup when they log in,Thông báo cho người sử dụng với một popup khi họ đăng nhập
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.py,Core Modules {0} cannot be searched in Global Search.,Mô-đun lõi {0} không thể được tìm kiếm trong Tìm kiếm toàn cầu.
apps/frappe/frappe/public/js/frappe/social/components/ActivitySidebar.vue,Open Chat,Trò chuyện mở
apps/frappe/frappe/model/rename_doc.py,"{0} {1} does not exist, select a new target to merge","{0} {1} không tồn tại, hãy chọn một mục tiêu mới để hợp nhất"
DocType: Data Migration Connector,Python Module,Mô đun Python
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Navigate Home,Điều hướng về nhà
DocType: GSuite Settings,Google Credentials,Thư ủy nhiệm Google
apps/frappe/frappe/www/qrcode.html,QR Code for Login Verification,Mã QR để Xác minh đăng nhập
apps/frappe/frappe/public/js/frappe/form/sidebar/assign_to.js,Add to To Do,Thêm vào để làm
DocType: Footer Item,Company,Giỏ hàng Giá liệt kê
apps/frappe/frappe/public/js/frappe/ui/group_by/group_by.js,Average of {0},Trung bình {0}
DocType: User,Logout from all devices while changing Password,Đăng xuất khỏi tất cả thiết bị trong khi thay đổi Mật khẩu
apps/frappe/frappe/public/js/frappe/ui/messages.js,Verify Password,Xác Nhận Mật Khẩu
apps/frappe/frappe/public/js/frappe/form/sidebar/attachments.js,There were errors,Có một số lỗi
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,Enter Client Id and Client Secret in Google Settings.,Nhập Id khách hàng và Bí mật khách hàng trong Cài đặt Google.
apps/frappe/frappe/core/doctype/communication/communication.js,Close,Đóng
apps/frappe/frappe/model/document.py,Cannot change docstatus from 0 to 2,Không thể thay đổi docstatus 0-2
DocType: File,Attached To Field,Đã gắn vào trường
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Update,Cập nhật
DocType: Transaction Log,Transaction Hash,Giao dịch Hash
DocType: Error Snapshot,Snapshot View,Xem ảnh chụp
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Please save the Newsletter before sending,Xin vui lòng lưu bản tin trước khi gửi đi
DocType: Webhook,The webhook will be triggered if this expression is true,Webhook sẽ được kích hoạt nếu biểu thức này là đúng
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Edit Properties,Chỉnh sửa tài sản
DocType: Patch Log,List of patches executed,Danh sách các bản vá lỗi thực thi
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py,{0} already unsubscribed,{0} đã bỏ đăng ký
DocType: Data Import,Show only errors,Chỉ hiển thị lỗi
DocType: Website Settings,Banner HTML,Biểu ngữ HTML
DocType: Workflow,Send Email Alert,Gửi thông báo qua email
apps/frappe/frappe/integrations/doctype/razorpay_settings/razorpay_settings.py,Please select another payment method. Razorpay does not support transactions in currency '{0}',Vui lòng chọn phương thức thanh toán khác. Razorpay không hỗ trợ các giao dịch bằng tiền tệ '{0}'
DocType: Data Import,In Progress,Trong tiến trình
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Queued for backup. It may take a few minutes to an hour.,Xếp hàng đợi để sao lưu. Nó có thể mất một vài phút đến một giờ.
DocType: Error Snapshot,Pyver,Pyver
apps/frappe/frappe/core/doctype/user_permission/user_permission.py,User permission already exists,Quyền của người dùng đã tồn tại
apps/frappe/frappe/core/doctype/data_import/importer_new.py,Mapping column {0} to field {1},Cột ánh xạ {0} đến trường {1}
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.js,View {0},Xem {0}
DocType: User,Hourly,Hàng giờ
apps/frappe/frappe/config/integrations.py,Register OAuth Client App,Đăng ký OAuth ứng dụng khách hàng
DocType: DocField,Fetch If Empty,Tìm nạp nếu trống
DocType: Data Migration Connector,Authentication Credentials,Xác thực giấy chứng nhận
DocType: Role,Two Factor Authentication,Xác thực hai yếu tố
apps/frappe/frappe/templates/pages/integrations/braintree_checkout.html,Pay,Trả
DocType: Energy Point Settings,Point Allocation Periodicity,Định kỳ phân bổ điểm
DocType: SMS Settings,SMS Gateway URL,URL cổng tin nhắn
apps/frappe/frappe/model/base_document.py,"{0} {1} cannot be ""{2}"". It should be one of ""{3}""","{0} {1} không thể là ""{2}"". Nó phải là một trong những ""{3}"""
apps/frappe/frappe/public/js/frappe/utils/energy_point_utils.js,gained by {0} via automatic rule {1},đạt được {0} thông qua quy tắc tự động {1}
apps/frappe/frappe/utils/data.py,{0} or {1},{0} hoặc {1}
DocType: Workflow State,trash,thùng rác
DocType: System Settings,Older backups will be automatically deleted,sao lưu cũ sẽ được tự động xóa
apps/frappe/frappe/integrations/doctype/s3_backup_settings/s3_backup_settings.py,Invalid Access Key ID or Secret Access Key.,ID truy cập không hợp lệ hoặc khóa truy cập bí mật.
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You lost some energy points,Bạn đã mất một số điểm năng lượng
DocType: Post,Is Globally Pinned,Được gắn trên toàn cầu
apps/frappe/frappe/desk/page/user_profile/user_profile.html,Recent Activity,Hoạt động gần đây
DocType: Workflow Transition,Conditions,Điều kiện
DocType: Event,Leave blank to repeat always,Để trống để lặp lại luôn luôn
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Confirmed,Xác nhận
DocType: Event,Ends on,Kết thúc vào ngày
DocType: Payment Gateway,Gateway,Gateway
DocType: LDAP Settings,Path to Server Certificate,Đường dẫn đến chứng chỉ máy chủ
apps/frappe/frappe/public/js/frappe/form/linked_with.js,Not enough permission to see links,Không có đủ quyền để xem liên kết
apps/frappe/frappe/contacts/doctype/address/address.py,Address Title is mandatory.,Địa chỉ Tiêu đề là bắt buộc.
DocType: Google Contacts,Push to Google Contacts,Nhấn vào Danh bạ Google
DocType: Website Settings,"Added HTML in the &lt;head&gt; section of the web page, primarily used for website verification and SEO","Thêm HTML vào trong &lt;head&gt; của trang web, chủ yếu được sử dụng để xác minh trang web và SEO"
apps/frappe/frappe/core/doctype/error_snapshot/error_snapshot_list.js,Relapsed,Tái phát
apps/frappe/frappe/utils/nestedset.py,Item cannot be added to its own descendents,Mẫu hàng không thể được thêm vào các phần sau của mình
DocType: Session Default Settings,Session Defaults,Mặc định phiên
DocType: System Settings,Expiry time of QR Code Image Page,Thời gian hết hạn của Trang Hình Mã QR
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Show Totals,Hiện Totals
DocType: Error Snapshot,Relapses,Tái phát
apps/frappe/frappe/public/js/frappe/social/pages/UserList.vue,No user found,Không tìm thấy người dùng
DocType: Address,Preferred Shipping Address,Địa chỉ giao hàng ưu tiên
apps/frappe/frappe/public/js/frappe/form/print.js,With Letter head,Với đầu thư
apps/frappe/frappe/public/js/frappe/form/sidebar/form_sidebar.js,{0} created this {1},{0} đã tạo ra {1}
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1} in Row {2}. Restricted field: {3},Không được phép cho {0}: {1} trong Hàng {2}. Trường bị hạn chế: {3}
DocType: S3 Backup Settings,eu-west-1,eu-tây-1
DocType: Data Import,"If this is checked, rows with valid data will be imported and invalid rows will be dumped into a new file for you to import later.","Nếu điều này được chọn, các hàng có dữ liệu hợp lệ sẽ được nhập và các hàng không hợp lệ sẽ được bán vào một tệp mới để bạn nhập sau này."
apps/frappe/frappe/public/js/frappe/form/workflow.js,Document is only editable by users of role,Tài liệu chỉ có thể sửa bằng cách sử dụng của vai trò
apps/frappe/frappe/desk/form/assign_to.py,"The task {0}, that you assigned to {1}, has been closed by {2}.","Nhiệm vụ {0}, mà bạn gán cho {1}, đã bị đóng cửa bởi {2}."
DocType: Print Format,Show Line Breaks after Sections,Hiện dòng Breaks sau mục
DocType: Communication,Read by Recipient On,Đọc bởi người nhận trên
DocType: Blogger,Short Name,Tên viết tắt
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,Linked with {0},Liên kết với {0}
apps/frappe/frappe/email/doctype/email_account/email_account.js,"You are selecting Sync Option as ALL, It will resync all \
				read as well as unread message from server. This may also cause the duplication\
				of Communication (emails).","Bạn đang chọn Lựa chọn đồng bộ cho tất cả, nó sẽ tái đồng bộ tất cả \ đọc cũng như tin nhắn chưa đọc từ máy chủ. Điều này cũng có thể gây ra sự chồng chéo \ của Giao tiếp (email)."
DocType: Workflow State,magnet,nam châm
apps/frappe/frappe/geo/doctype/currency/currency.js,This Currency is disabled. Enable to use in transactions,Giá trị tiền tệ này bị vô hiệu hóa. Cho phép sử dụng trong các giao dịch
DocType: Desktop Icon,Blocked,Đã ngăn lại
DocType: Contact Us Settings,"Default: ""Contact Us""","Mặc định: ""Liên hệ"""
DocType: Contact,Purchase Manager,Mua quản lý
DocType: System Settings,"When enabled this will allow guests to upload files to your application, You can enable this if you wish to collect files from user without having them to log in, for example in job applications web form.","Khi được bật, điều này sẽ cho phép khách tải tệp lên ứng dụng của bạn, Bạn có thể bật tùy chọn này nếu bạn muốn thu thập tệp từ người dùng mà không cần phải đăng nhập, ví dụ như ở dạng web ứng dụng công việc."
apps/frappe/frappe/public/js/frappe/ui/tags.js,toggle Tag,toggle Tag
DocType: Custom Script,Sample,Mẫu
apps/frappe/frappe/public/js/frappe/form/controls/table.js,"For performance, only the first 100 rows were processed.","Đối với hiệu suất, chỉ có 100 hàng đầu tiên được xử lý."
DocType: Braintree Settings,Private Key,Khóa cá nhân
DocType: S3 Backup Settings,ap-northeast-2,ap-đông bắc-2
DocType: Custom Field,Is Mandatory Field,là Trường bắt buộc
DocType: User,Website User,Website của người dùng
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Some columns might get cut off when printing to PDF. Try to keep number of columns under 10.,Một số cột có thể bị cắt khi in sang PDF. Cố gắng giữ số lượng cột dưới 10.
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not equals,Không bằng
DocType: Data Import Beta,Don't Send Emails,Không gửi email
DocType: Integration Request,Integration Request Service,Yêu cầu dịch vụ tích hợp
DocType: Access Log,Access Log,Nhật ký truy cập
DocType: Website Script,Script to attach to all web pages.,Script để đính kèm vào tất cả các trang web.
DocType: Web Form,Allow Multiple,Cho phép Nhiều
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html,Assign,Chỉ định
DocType: Translation,PR sent,Gửi PR
DocType: Auto Email Report,Only Send Records Updated in Last X Hours,Chỉ gửi bản ghi được cập nhật trong X giờ trước
DocType: Auto Email Report,Only Send Records Updated in Last X Hours,Chỉ gửi bản ghi được cập nhật trong X giờ trước
DocType: Communication,Feedback,Thông tin phản hồi
apps/frappe/frappe/public/js/frappe/form/controls/base_control.js,Open Translation,Dịch mở
apps/frappe/frappe/templates/emails/auto_repeat_fail.html,This email is autogenerated,Email này được tạo tự động
DocType: Workflow State,Icon will appear on the button,Biểu tượng sẽ xuất hiện trên nút
apps/frappe/frappe/desk/doctype/dashboard_chart/dashboard_chart.js,Click to Set Filters,Nhấn vào đây để đặt bộ lọc
DocType: Energy Point Log,Revert,Hoàn nguyên
apps/frappe/frappe/public/js/frappe/socketio_client.js,Socketio is not connected. Cannot upload,Socketio không được kết nối. Không thể tải lên
DocType: Website Settings,Website Settings,Thiết lập website
apps/frappe/frappe/public/js/frappe/views/gantt/gantt_view.js,Month,Tháng
DocType: Email Account,ProTip: Add <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> to send document reference,ProTip: Thêm <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> để gửi tài liệu tham khảo
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Only users involved in the document are listed,Chỉ người dùng liên quan đến tài liệu được liệt kê
DocType: DocField,Fetch From,Tìm nạp từ
apps/frappe/frappe/modules/utils.py,App not found,Ứng dụng không tìm thấy
apps/frappe/frappe/core/doctype/communication/communication.py,Cannot create a {0} against a child document: {1},Không thể tạo một {0} đối với một tài liệu trẻ em: {1}
DocType: Social Login Key,Social Login Key,Khóa đăng nhập xã hội
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Options {1} must be the same as doctype name {2} for the field {3},{0}: Tùy chọn {1} phải giống với tên doctype {2} cho trường {3}
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Clear Cache and Reload,Xóa bộ nhớ cache và tải lại
DocType: Portal Settings,Custom Sidebar Menu,Tuỳ chỉnh bên Menu
DocType: Workflow State,pencil,bút chì
apps/frappe/frappe/config/desk.py,Chat messages and other notifications.,Các tin nhắn và các thông báo khác.
apps/frappe/frappe/public/js/frappe/social/Home.vue,Social Home,Trang chủ xã hội
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py,Insert After cannot be set as {0},Chèn Sau khi không thể được thiết lập như là {0}
apps/frappe/frappe/public/js/frappe/form/sidebar/share.js,Share {0} with,Chia sẻ {0} với
apps/frappe/frappe/public/js/frappe/desk.js,Email Account setup please enter your password for: ,Email Thiết lập tài khoản vui lòng nhập mật khẩu của bạn cho:
DocType: Workflow State,hand-up,tay lên
DocType: Blog Settings,Writers Introduction,Giới thiệu nhà văn
DocType: Address,Phone,Chuyển tệp
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Select Document Type or Role to start.,Hãy chọn loại tài liệu hoặc Vai trò để bắt đầu.
DocType: Contact,Passive,Thụ động
DocType: Auto Repeat,Accounts Manager,Quản lý tài khoản
apps/frappe/frappe/desk/form/assign_to.py,Assignment for {0} {1},Bài tập cho {0} {1}
apps/frappe/frappe/templates/pages/integrations/payment-cancel.html,Your payment is cancelled.,Thanh toán của bạn bị hủy.
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select File Type,Chọn File Type
apps/frappe/frappe/core/doctype/success_action/success_action.js,View All,Xem tất cả
DocType: Help Article,Knowledge Base Editor,Người biên tập kiến thức nền
apps/frappe/frappe/public/js/frappe/views/container.js,Page not found,Trang không tìm thấy
DocType: DocField,Precision,Độ chính xác
DocType: Website Slideshow,Slideshow Items,Slideshow mục
apps/frappe/frappe/utils/password_strength.py,Try to avoid repeated words and characters,Hãy cố gắng tránh những từ và ký tự lặp đi lặp lại
DocType: Workflow Action,Workflow State,Công việc nhà nước
apps/frappe/frappe/core/doctype/version/version_view.html,Rows Added,hàng thêm
apps/frappe/frappe/www/list.py,My Account,Tài Khoản Của Tôi
DocType: ToDo,Allocated To,Để phân bổ
apps/frappe/frappe/templates/emails/password_reset.html,Please click on the following link to set your new password,Vui lòng click vào các link sau đây để thiết lập mật khẩu mới
DocType: Notification,Days After,những ngày sau đó
apps/frappe/frappe/public/js/frappe/form/print.js,QZ Tray Connection Active!,Kết nối khay QZ đang hoạt động!
DocType: Contact Us Settings,Settings for Contact Us Page,Cài đặt cho Trang Liên hệ
DocType: Print Settings,Enable Print Server,Bật máy chủ in
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,{0} weeks ago,Cách đây {0} tuần
DocType: Email Account,Footer,Phần chân
apps/frappe/frappe/config/integrations.py,Authentication,Xác thực
apps/frappe/frappe/utils/verified_command.py,Invalid Link,Liên kết không hợp lệ
DocType: Web Form,Client Script,Kịch bản khách hàng
DocType: Web Page,Show Title,HIện tiêu đề
DocType: Chat Message,Direct,Thẳng thắn
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Fieldname {1} appears multiple times in rows {2},{0}: Tên trường {1} xuất hiện nhiều lần trong các hàng {2}
DocType: Property Setter,Property Type,Loại bất động sản
DocType: Workflow State,screenshot,ảnh chụp màn hình
apps/frappe/frappe/core/doctype/report/report.py,Only Administrator can save a standard report. Please rename and save.,Chỉ Quản trị viên có thể lưu một báo cáo tiêu chuẩn. Xin đổi tên và lưu lại.
DocType: System Settings,Background Workers,Người làm công nền
apps/frappe/frappe/core/doctype/doctype/doctype.py,Fieldname {0} conflicting with meta object,Fieldname {0} mâu thuẫn với đối tượng meta
DocType: Deleted Document,Data,Dữ liệu
apps/frappe/frappe/public/js/frappe/model/model.js,Document Status,Trạng thái bản ghi
apps/frappe/frappe/website/doctype/personal_data_deletion_request/personal_data_deletion_request.py,Approval Required,Chấp nhận những thứ thật cần thiết
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,The following records needs to be created before we can import your file.,Các hồ sơ sau đây cần được tạo trước khi chúng tôi có thể nhập tệp của bạn.
DocType: OAuth Authorization Code,OAuth Authorization Code,OAuth Mã ủy quyền
apps/frappe/frappe/core/doctype/data_import/importer.py,Not allowed to Import,Không được phép nhập khẩu
DocType: Deleted Document,Deleted DocType,DocType xóa
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permission Levels,Mức độ cho phép
DocType: Workflow State,Warning,Cảnh báo
apps/frappe/frappe/public/js/frappe/form/print.js,This may get printed on multiple pages,Điều này có thể được in trên nhiều trang
DocType: Data Migration Run,Percent Complete,Phần trăm hoàn thành
DocType: Tag Category,Tag Category,Tag Thể loại
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,"For comparison, use &gt;5, &lt;10 or =324. For ranges, use 5:10 (for values between 5 &amp; 10).","Để so sánh, sử dụng&gt; 5, &lt;10 hoặc = 324. Đối với phạm vi, sử dụng 5:10 (cho các giá trị trong khoảng từ 5 đến 10)."
DocType: Google Calendar,Pull from Google Calendar,Kéo từ Lịch Google
apps/frappe/frappe/core/doctype/data_import/data_import.js,Help,Trợ giúp
DocType: User,Login Before,Trước khi đăng nhập
DocType: Web Page,Insert Style,Chèn phong cách
DocType: Prepared Report,Error Message,Thông báo lỗi
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,New Report name,Tên báo cáo mới
apps/frappe/frappe/public/js/frappe/views/calendar/calendar.js,Hide Weekends,Ẩn các ngày cuối tuần
apps/frappe/frappe/config/settings.py,Automatically generates recurring documents.,Tự động tạo tài liệu định kỳ.
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Is,Là
DocType: Workflow State,info-sign,thông tin-dấu
apps/frappe/frappe/model/base_document.py,Value for {0} cannot be a list,Giá trị {0} không thể là một danh sách
DocType: Currency,"How should this currency be formatted? If not set, will use system defaults","Loại tiền tệ này được định dạng ra sao ? Nếu không thiết lập, hệ thống sẽ quay về mặc định"
apps/frappe/frappe/public/js/frappe/list/list_view.js,Submit {0} documents?,Gửi {0} tài liệu?
apps/frappe/frappe/utils/response.py,You need to be logged in and have System Manager Role to be able to access backups.,Bạn cần phải đăng nhập và có vai trò là System Manager để có thể truy cập vào các bản sao lưu.
apps/frappe/frappe/public/js/frappe/form/print.js,Printer Mapping,Bản đồ máy in
apps/frappe/frappe/public/js/frappe/form/form.js,Please save before attaching.,Hãy lưu trước khi đính kèm.
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Added {0} ({1}),Thêm {0} ({1})
