apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,نوی {} رالیفونه د لاندې ایپسونو لپاره شتون لري
DocType: Error Log,Log of Scheduler Errors,يادښت د pane دندې تېروتنې
DocType: User,Bio,Bio
DocType: OAuth Client,App Client Secret,ددفتروسایل د مراجع د پټې
apps/frappe/frappe/public/js/frappe/form/save.js,Submitting,ته وسپارل شول
apps/frappe/frappe/core/doctype/data_export/exporter.py,Parent is the name of the document to which the data will get added to.,والدین د هغه سند نوم دی چې کوم معلومات به یې اضافه شي.
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Google Drive - Could not create folder in Google Drive - Error Code {0},ګوګل ډرائیو - په ګوګل ډرایو کې فولډر نشي رامینځته کولی - د خطا کوډ {0}
DocType: DocType,UPPER CASE,د مشرانو د دوسيې د
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Custom HTML,د ګمرکونو د HTML
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Enter folder name,دادوسیه خلاصه نوم ولیکۍ
apps/frappe/frappe/contacts/doctype/address/address.py,No default Address Template found. Please create a new one from Setup &gt; Printing and Branding &gt; Address Template.,د پتې اصلي ټاپو ټاټوبی ونه موندل شو. مهرباني وکړئ له تنظیم او چاپ کولو او نښه کولو&gt; پته ټیمپلیټ څخه نوی جوړ کړئ.
apps/frappe/frappe/auth.py,Unknown User,نامعلوم ناباوره
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Select Role,انتخاب رول
DocType: Comment,Deleted,ړنګ
DocType: Workflow State,adjust,عیار
DocType: Web Form,Sidebar Settings,د پټې امستنې
DocType: DocType,"If enabled, document views are tracked, this can happen multiple times",که چیرې فعال شوي ، د سند لیدونه تعقیب شوي ، دا ډیری ځله پیښ کیدی شي
DocType: Website Settings,Disable Customer Signup link in Login page,په Login مخ ناتوانې پيرودونکو لپارهخپل مخونه
apps/frappe/frappe/desk/report/todo/todo.py,Assigned To/Owner,د / خاوند ګمارل شوي
DocType: Workflow State,arrow-left,غشی-پاتې
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,Export 1 record,1 ریکارډ صادر کړئ
DocType: Workflow State,fullscreen,مکمله صفحه
DocType: Chat Token,Chat Token,چیٹ توکی
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,Create Chart,چارت جوړ کړئ
apps/frappe/frappe/templates/pages/integrations/stripe_checkout.html,john@doe.com,john@doe.com
apps/frappe/frappe/public/js/frappe/data_import/import_preview.js,Don't Import,وارد مه کوئ
DocType: Web Page,Center,مرکز
DocType: Notification,Value To Be Set,ارزښت جوړ شي
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Edit {0},{0}
apps/frappe/frappe/core/doctype/error_snapshot/error_snapshot_list.js,First Level,لومړی د ليول
DocType: Workflow Document State,Represents the states allowed in one document and role assigned to change the state.,ایالتونو کې د یو سند او رول ته دنده وسپارله څو د دولت د بدلون اجازه استازيتوب کوي.
DocType: Data Migration Connector,Database Name,د ډاټا ډاټا
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js,Refresh Form,تاندول فورمه
DocType: DocField,Select,وټاکئ
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,View Full Log,بشپړ لاګ وګورئ
DocType: Assignment Rule,"Simple Python Expression, Example: status == 'Open' and type == 'Bug'",د ساده پیتون څرګندونې ، مثال: حالت == &#39;خلاص&#39; او ټایپ == &#39;بګ&#39;
apps/frappe/frappe/utils/csvutils.py,File not attached,دوتنه نه ضميمه
apps/frappe/frappe/public/js/frappe/dom.js,Connection lost. Some features might not work.,پیوستون ورک شوی. ځینې ځانګړتیاوې ممکن کار ونکړي.
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""aaa"" are easy to guess",لکه &quot;aaa&quot; تکرارونه دي اسانه فکر
apps/frappe/frappe/public/js/frappe/chat.js,New Chat,نوی چیٹ
DocType: Top Bar Item,"If you set this, this Item will come in a drop-down under the selected parent.",که تاسو دا ډول ټاکل، د دې توکي به په غوره والدينو لاندې يو څاڅکی ښکته راځي.
DocType: Print Format,Show Section Headings,انکړپټه ښودل برخه Headings
DocType: Bulk Update,Limit,حد
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_layout.html,Add a new section,نوی برخه اضافه کړئ
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,Filtered Records,فلټر شوي ریکارډونه
apps/frappe/frappe/www/printview.py,No template found at path: {0},نه کېنډۍ په لاره وموندل شو: {0}
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,No Email Account,نه برېښناليک حساب
DocType: Comment,Cancelled,لغوه شوی
DocType: Chat Room,Avatar,معلومات
DocType: Blogger,Posts,ليکنې
DocType: Social Login Key,Salesforce,خرڅلاو ځواک
DocType: DocType,Has Web View,لري ويب کتل
apps/frappe/frappe/core/doctype/doctype/doctype.py,"DocType's name should start with a letter and it can only consist of letters, numbers, spaces and underscores",DocType نوم باید سره یو لیک پیل او دا کار یوازې د تورو، شمېروو، ځایونو او تاکيد لري
DocType: Dashboard,Dashboard Name,د ډشبورډ نوم
apps/frappe/frappe/www/update-password.html,The password of your account has expired.,ستاسو د حساب رمز پای ته رسیدلی
DocType: Communication,Spam,سپم
DocType: Integration Request,Integration Request,د یووالي غوښتنه
apps/frappe/frappe/public/js/frappe/views/communication.js,Dear,ګرانه
apps/frappe/frappe/public/js/frappe/ui/group_by/group_by.js,Add Group,ډله اضافه کړئ
DocType: Address,Maharashtra,مهاراشترا
DocType: Auto Repeat,Accounts User,جوړوي کارن
DocType: Web Page,HTML for header section. Optional,سرۍ کړی لپاره HTML. اختیاري
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html,This feature is brand new and still experimental,دا ځانګړتيا، نوي او تر اوسه آزمېښتي
apps/frappe/frappe/model/rename_doc.py,Maximum {0} rows allowed,اعظمي {0} د قطارونو په اجازه
DocType: Dashboard Chart Link,Chart,چارټ
DocType: Email Unsubscribe,Global Unsubscribe,Global د ګډون د
apps/frappe/frappe/utils/password_strength.py,This is a very common password.,دا یو ډیر عادی شفر.
apps/frappe/frappe/email/doctype/email_group/email_group.js,View,محتویات
DocType: Comment,Assigned,ګمارل شوي
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.js,Click on <b>Authorize Google Drive Access</b> to authorize Google Drive Access.,د <b>ګوګل ډرایو لاسرسی</b> تصویب کولو لپاره د ګوګل ډرایو لاسرسي باندې کلیک وکړئ.
DocType: Print Format,Js,JS
apps/frappe/frappe/public/js/frappe/views/communication.js,Select Print Format,انتخاب چاپ شکل
apps/frappe/frappe/utils/password_strength.py,Short keyboard patterns are easy to guess,لنډ بورډ د نمونو دي اسانه فکر
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,Generate New Report,نوې راپور چمتو کړئ
DocType: Portal Settings,Portal Menu,تانبه Menu
apps/frappe/frappe/database/schema.py,Length of {0} should be between 1 and 1000,د {0} اوږدوالی بايد 1 او 1000 تر منځ وي
apps/frappe/frappe/public/js/frappe/ui/toolbar/search.js,Search for anything,څه لپاره لټون
DocType: Data Migration Connector,Hostname,کوربه نوم
DocType: Data Migration Mapping,Condition Detail,حالت تفصیل
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"For currency {0}, the minimum transaction amount should be {1}",د پیسو لپاره {0}، د لیږد لږ تر لږه {1}
DocType: DocField,Print Hide,چاپ پټول
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,To User,کارونکي ته
apps/frappe/frappe/public/js/frappe/ui/messages.js,Enter Value,ارزښت وليکئ
DocType: Workflow State,tint,tint
DocType: DocField,In Preview,په مخکتنه کې
DocType: Webhook,JSON Request Body,د JSON غوښتنه غوښتنه
DocType: Web Page,Style,Style
DocType: Prepared Report,Report End Time,د راپور پای
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js,e.g.:,د بيلګې په توګه:
apps/frappe/frappe/website/doctype/blog_post/blog_post.py,{0} comments,{0} تبصرې
apps/frappe/frappe/public/js/frappe/desk.js,Version Updated,نسخه تازه شوی
DocType: Customize Form Field,Label and Type,لیبل او ډول
DocType: Workflow State,forward,مخ
apps/frappe/frappe/public/js/frappe/form/sidebar/form_sidebar.js,{0} edited this {1},{0} تصحيح دې {1}
DocType: Custom DocPerm,Submit,سپارل
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,New Folder,د نوې کړکۍ
DocType: Email Account,Uses the Email Address mentioned in this Account as the Sender for all emails sent using this Account. ,کاروي د برېښليک پتې لپاره د ټولو بریښنالیکونو په دې حساب په کارولو سره لیږل د استوونکی په توګه ذکر په دې حساب.
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Toggle Charts,ټګګل چارټونه
DocType: Website Settings,Sub-domain provided by erpnext.com,فرعي دعامه استعمال له خوا erpnext.com برابر
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,Setting up your system,ستا سیسټم ترتیب کول
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Descendants Of,د
DocType: System Settings,dd-mm-yyyy,DD ملي متري-yyyy
apps/frappe/frappe/desk/query_report.py,Must have report permission to access this report.,بايد د دغه راپور لاسرسی راپور اجازه لري.
apps/frappe/frappe/core/doctype/system_settings/system_settings.py,Please select Minimum Password Score,مهرباني وکړئ لږ تر لږه پاسورډ نمرې ټاکي
apps/frappe/frappe/core/doctype/system_settings/system_settings.py,Please select Minimum Password Score,مهرباني وکړئ لږ تر لږه پاسورډ نمرې ټاکي
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,Added,د ورزیاتولو
DocType: Personal Data Download Request,Personal Data Download Request,د شخصي معلوماتو ډاونلوډ غوښتنه
DocType: DocField,Table MultiSelect,د میز ګ Multiو انتخاب
apps/frappe/frappe/config/integrations.py,Google Calendar Integration.,د ګوګل کیلنڈر ادغام.
DocType: Auto Repeat,Half-yearly,Half-کلنی
apps/frappe/frappe/templates/emails/upcoming_events.html,Daily Event Digest is sent for Calendar Events where reminders are set.,هره ورځ دکمپاینونو Digest لپاره جنتري پيښې دي چې په استوي دي جوړ واستول.
DocType: Braintree Settings,Header Image,سرلیک انځور
apps/frappe/frappe/website/doctype/website_settings/website_settings.js,View Website,محتویات وېب پاڼه
DocType: Web Form,Message to be displayed on successful completion (only for Guest users),د بریالیتوب په بشپړولو کې پیغام (یوازې د مراجعینو لپاره لپاره)
DocType: Workflow State,remove,لرې
DocType: Email Domain,If non standard port (e.g. 587),که غير معياري بندر (د بيلګې په توګه د 587)
apps/frappe/frappe/templates/includes/comments/comments.py,Comments cannot have links or email addresses,نظرونه لینک یا بریښنالیک آدرس نلري
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html,Reload,Reload
apps/frappe/frappe/config/customization.py,Add your own Tag Categories,خپل Tag کټګورۍ ورزیات کړئ
apps/frappe/frappe/desk/query_report.py,Total,Total
DocType: Event,Participants,ګډونوالو
DocType: Integration Request,Reference DocName,ماخذ DocName
DocType: Web Form,Success Message,د برياليتوب پيغام
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js,Export Customizations,د صادراتو د خپلخوښی
apps/frappe/frappe/website/doctype/web_page/web_page.py,End Date cannot be before Start Date!,د پای نیټه د پیل نیټه نه وړاندې کیدی شي!
DocType: DocType,User Cannot Search,کارن پلټنه نه شي
DocType: Communication Link,Communication Link,د اړیکې لینک
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.py,Invalid Output Format,باطلې محصول شکل
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot {0} {1},{0} {1} نه شي
DocType: Custom DocPerm,Apply this rule if the User is the Owner,دغه قواعد د Apply که د کارن د خاوند ده
DocType: Global Search Settings,Global Search Settings,نړیوال لټون امستنې
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,Will be your login ID,به خپل د ننوت تذکرو وي
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Global Search Document Types Reset.,د نړیوال لټون اسنادو ډولونه بیا تنظیمول.
,Lead Conversion Time,د لیږد تبادله وخت
apps/frappe/frappe/desk/page/activity/activity.js,Build Report,د راپور د جوړولو
DocType: Note,Notify users with a popup when they log in,کارنان سره بړبوکيز خبر کله چې په log
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.py,Core Modules {0} cannot be searched in Global Search.,اصلي ماډلونه {0} په نړیوال لټون کې نشي موندل کیدلی.
apps/frappe/frappe/public/js/frappe/social/components/ActivitySidebar.vue,Open Chat,خلاصې خبرې
apps/frappe/frappe/model/rename_doc.py,"{0} {1} does not exist, select a new target to merge",{0} د {1} نه شته، چې د لېږدونه او د نوي هدف وټاکئ
DocType: Data Migration Connector,Python Module,پدیډ ماډول
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Navigate Home,کور ته لاړشئ
DocType: GSuite Settings,Google Credentials,د ګوګل باورلیک ومانه
apps/frappe/frappe/www/qrcode.html,QR Code for Login Verification,د ننوتنې تصدیق لپاره د QR کود
apps/frappe/frappe/public/js/frappe/form/sidebar/assign_to.js,Add to To Do,ته اضافه کړی تر آیا
DocType: Footer Item,Company,شرکت
apps/frappe/frappe/public/js/frappe/ui/group_by/group_by.js,Average of {0},اوسط {0}
DocType: User,Logout from all devices while changing Password,د پټنوم بدلولو په وخت کې د ټولو وسیلو څخه ننوتل
apps/frappe/frappe/public/js/frappe/ui/messages.js,Verify Password,شفر تاييد
apps/frappe/frappe/public/js/frappe/form/sidebar/attachments.js,There were errors,تېروتنې وې
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,Enter Client Id and Client Secret in Google Settings.,د ګوګل ترتیباتو کې د پیرودونکي شناخت او د پیرودونکي راز دننه کړئ.
apps/frappe/frappe/core/doctype/communication/communication.js,Close,بندول
apps/frappe/frappe/model/document.py,Cannot change docstatus from 0 to 2,نه له 0 تر 2 docstatus بدلون
DocType: File,Attached To Field,د ساحې سره نښلول
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Update,تازه
DocType: Transaction Log,Transaction Hash,د راکړې ورکړې ها
DocType: Error Snapshot,Snapshot View,انځور ښکاره کړی
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Please save the Newsletter before sending,لطفا د استولو مخکې د دغی وژغوري
DocType: Webhook,The webhook will be triggered if this expression is true,ویب هک به متحرک شي که چیرې دا څرګندونې ریښتیني وي
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Edit Properties,سمول Properties
DocType: Patch Log,List of patches executed,د ټوټې د بشپړفهرست د اعدام
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py,{0} already unsubscribed,{0} لا کش
DocType: Data Import,Show only errors,یوازې غلطی وښایئ
DocType: Website Settings,Banner HTML,بنر HTML
DocType: Workflow,Send Email Alert,د بریښنالیک خبرتیا واستوئ
apps/frappe/frappe/integrations/doctype/razorpay_settings/razorpay_settings.py,Please select another payment method. Razorpay does not support transactions in currency '{0}',لطفا بل طریقه ټاکي. Razorpay په اسعارو د راکړې ورکړې ملاتړ نه کوي &#39;{0}&#39;
DocType: Data Import,In Progress,د پرمختګ په حال کې
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Queued for backup. It may take a few minutes to an hour.,د شاتړ کتار ولاړ. دا ښايي يو څو دقيقو کې د يوه ساعت.
DocType: Error Snapshot,Pyver,Pyver
apps/frappe/frappe/core/doctype/user_permission/user_permission.py,User permission already exists,د کارن اجازې لا دمخه لا شتون لري
apps/frappe/frappe/core/doctype/data_import/importer_new.py,Mapping column {0} to field {1},کالم {0} ساحې {1} ته نقشه کول
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.js,View {0},وګورئ {0}
DocType: User,Hourly,ورځي
apps/frappe/frappe/config/integrations.py,Register OAuth Client App,راجستر OAuth د مراجع ددفتروسایل
DocType: DocField,Fetch If Empty,راوړئ که خالي
DocType: Data Migration Connector,Authentication Credentials,د اعتبار اعتبارونه
DocType: Role,Two Factor Authentication,د دوو فکتور اعتبار
apps/frappe/frappe/templates/pages/integrations/braintree_checkout.html,Pay,د تنخاوو
DocType: Energy Point Settings,Point Allocation Periodicity,د ټکی تخصیص دوره
DocType: SMS Settings,SMS Gateway URL,SMS ليدونکی URL
apps/frappe/frappe/model/base_document.py,"{0} {1} cannot be ""{2}"". It should be one of ""{3}""",{0} د {1} نه وي. &quot;{2}&quot;. دا بايد د يو وي &quot;{3}&quot;
apps/frappe/frappe/utils/data.py,{0} or {1},{0} يا {1}
DocType: Workflow State,trash,خځلنۍ
DocType: System Settings,Older backups will be automatically deleted,د زړو backups به په اتوماتيک ډول ړنګ شي
apps/frappe/frappe/integrations/doctype/s3_backup_settings/s3_backup_settings.py,Invalid Access Key ID or Secret Access Key.,د ناباوره لاسرسی کیلي ID یا د پټ لاس رسی کیلي.
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You lost some energy points,تاسو د انرژۍ ځینې ټکي له لاسه ورکړ
DocType: Post,Is Globally Pinned,په نړیوال بانک کې
apps/frappe/frappe/desk/page/user_profile/user_profile.html,Recent Activity,وروستی فعالیت
DocType: Workflow Transition,Conditions,شرایط
DocType: Event,Leave blank to repeat always,خالي تل د تکرار څخه ووځي
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Confirmed,تاييد شوي
DocType: Event,Ends on,ختميږی په
DocType: Payment Gateway,Gateway,ليدونکی
DocType: LDAP Settings,Path to Server Certificate,د سرور سند ته لاره
apps/frappe/frappe/public/js/frappe/form/linked_with.js,Not enough permission to see links,نه کافي اجازې ته تړنې وګورئ
apps/frappe/frappe/public/js/frappe/form/linked_with.js,Not enough permission to see links,نه کافي اجازې ته تړنې وګورئ
apps/frappe/frappe/contacts/doctype/address/address.py,Address Title is mandatory.,پته عنوان الزامی دی.
DocType: Google Contacts,Push to Google Contacts,ګوګل اړیکو ته فشار ورکړئ
DocType: Website Settings,"Added HTML in the &lt;head&gt; section of the web page, primarily used for website verification and SEO",په &lt;مشر&gt; د ورزیاتولو HTML د ګورت پاڼه د کړی، اصلا د ویب تصدیق او SEO کارول
apps/frappe/frappe/core/doctype/error_snapshot/error_snapshot_list.js,Relapsed,وروګرځېد
apps/frappe/frappe/utils/nestedset.py,Item cannot be added to its own descendents,د قالب د خپل descendents زياته نه شي
DocType: Session Default Settings,Session Defaults,د ناستې ټاکل
DocType: System Settings,Expiry time of QR Code Image Page,د QR Code عکس پاڼه ختمولو وخت
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Show Totals,انکړپټه ښودل مجموعه
DocType: Error Snapshot,Relapses,ګرځېدنو
apps/frappe/frappe/public/js/frappe/social/pages/UserList.vue,No user found,هیڅ کاروونکی ونه موندل شو
DocType: Address,Preferred Shipping Address,نقل غوره پته
apps/frappe/frappe/public/js/frappe/form/print.js,With Letter head,د لیک سر
apps/frappe/frappe/public/js/frappe/form/sidebar/form_sidebar.js,{0} created this {1},{0} جوړ دغه {1}
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1} in Row {2}. Restricted field: {3},د {0}: {1} لپاره په قطار {2} کې اجازه نشته. محدود محدود ساحه: {3}
DocType: S3 Backup Settings,eu-west-1,eu-West-1
DocType: Data Import,"If this is checked, rows with valid data will be imported and invalid rows will be dumped into a new file for you to import later.",که چیرې دا چک شوی وي، د قطعاتو باوري ډاټا سره به واردېږي او باوري قطار به تاسو ته وروسته د واردولو لپاره نوي فایل ته وځنډول شي.
apps/frappe/frappe/public/js/frappe/form/workflow.js,Document is only editable by users of role,سند یوازې د رول د کاروونکو له خوا د سمون
apps/frappe/frappe/desk/form/assign_to.py,"The task {0}, that you assigned to {1}, has been closed by {2}.",د دنده {0}، چې تاسو د {1}، له خوا {2} تړل شوي ګمارل شوي و.
DocType: Print Format,Show Line Breaks after Sections,خپرونه د کرښې په برخې وروسته وقفې
DocType: Communication,Read by Recipient On,د ترلاسه کوونکی لخوا
DocType: Blogger,Short Name,لنډ نوم
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,Linked with {0},د {0} سره تړل شوی
apps/frappe/frappe/email/doctype/email_account/email_account.js,"You are selecting Sync Option as ALL, It will resync all \
				read as well as unread message from server. This may also cause the duplication\
				of Communication (emails).",تاسو پرانیځئ انتخاب د ټولو په ټاکلو، دا به ټول د پالنګر څخه \ ولوستل همدارنګه نوې پېغام resync. دا هم د مخابراتو د (بریښنالیکونو) تکرار \ سبب شي.
DocType: Workflow State,magnet,مقناطيس
apps/frappe/frappe/geo/doctype/currency/currency.js,This Currency is disabled. Enable to use in transactions,دا د اسعارو نافعال دی. په معاملو ورسي
DocType: Desktop Icon,Blocked,لګېدلی
DocType: Contact Us Settings,"Default: ""Contact Us""",Default: &quot;Contact Us&quot;
DocType: Contact,Purchase Manager,رانيول مدير
DocType: System Settings,"When enabled this will allow guests to upload files to your application, You can enable this if you wish to collect files from user without having them to log in, for example in job applications web form.",کله چې فعال شي دا به میلمنو ته اجازه ورکړي چې ستاسو غوښتنلیک ته فایلونه اپلوډ کړي ، تاسو دا وړ کولی شئ که تاسو وغواړئ فایلونه له کاروونکي څخه راټول کړئ پرته لدې چې ننوځئ ، د مثال په توګه د کاري غوښتنلیکونو ویب فارم کې.
apps/frappe/frappe/public/js/frappe/ui/tags.js,toggle Tag,ټګ ټګ کړئ
DocType: Custom Script,Sample,نمونه
apps/frappe/frappe/public/js/frappe/form/controls/table.js,"For performance, only the first 100 rows were processed.",د فعالیت لپاره ، یوازې لومړي 100 قطارونه پروسس شوي و.
DocType: Braintree Settings,Private Key,شخصي کیلي
DocType: S3 Backup Settings,ap-northeast-2,ap-شمال ختیځ -2
DocType: Custom Field,Is Mandatory Field,ده اجباري ساحوي
DocType: User,Website User,وېب پاڼه د کارن
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Some columns might get cut off when printing to PDF. Try to keep number of columns under 10.,ځینې کالم ممکن کښته شي کله چې PDF ته چاپ شی. هڅه وکړئ د 10 کالم لاندې د کالمونو شمیر وساتئ.
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not equals,نه سربرابري
DocType: Data Import Beta,Don't Send Emails,بریښنالیکونه مه واستوئ
DocType: Integration Request,Integration Request Service,د یووالي غوښتنه خدمتونه
DocType: Access Log,Access Log,لاسرسی لاگ
DocType: Website Script,Script to attach to all web pages.,د ښونکی چې ټولو د ويب پاڼې په ضمیمه کړي.
DocType: Web Form,Allow Multiple,څو اجازه ورکړي
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html,Assign,موظف
DocType: Translation,PR sent,PR لیږل شوی
DocType: Auto Email Report,Only Send Records Updated in Last X Hours,یوازې ولېږئ سوابق په تېر X ساعتونه Updated
DocType: Auto Email Report,Only Send Records Updated in Last X Hours,یوازې ولېږئ سوابق په تېر X ساعتونه Updated
DocType: Communication,Feedback,Feedback
apps/frappe/frappe/public/js/frappe/form/controls/base_control.js,Open Translation,پرانيستی ژباړه
apps/frappe/frappe/templates/emails/auto_repeat_fail.html,This email is autogenerated,دا بریښنالیک تایید شوی
DocType: Workflow State,Icon will appear on the button,Icon به پر تڼی ښکاري
apps/frappe/frappe/desk/doctype/dashboard_chart/dashboard_chart.js,Click to Set Filters,د فلټرونو تنظیم کولو لپاره کلیک وکړئ
DocType: Energy Point Log,Revert,بېرته
apps/frappe/frappe/public/js/frappe/socketio_client.js,Socketio is not connected. Cannot upload,ساکوبیو سره ندی نښل شوی. نشي پورته کولی
DocType: Website Settings,Website Settings,وېب پاڼه امستنې
apps/frappe/frappe/public/js/frappe/views/gantt/gantt_view.js,Month,میاشت
DocType: Email Account,ProTip: Add <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> to send document reference,ProTip: Add <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> ته واستوي سند اشاره
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Only users involved in the document are listed,یوازې په کارنامو کې شامل کارونکي لیست شوي دي
DocType: DocField,Fetch From,له ترلاسه کولو څخه
apps/frappe/frappe/modules/utils.py,App not found,ددفتروسایل ونه موندل شو
apps/frappe/frappe/core/doctype/communication/communication.py,Cannot create a {0} against a child document: {1},جوړ نه شي {0} يو ماشوم سند په وړاندې: {1}
DocType: Social Login Key,Social Login Key,د ټولنی ننوتل کیلي
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Clear Cache and Reload,کیچ پاک او بیا ډکول
DocType: Portal Settings,Custom Sidebar Menu,د ګمرکونو د پټې Menu
DocType: Workflow State,pencil,پنسل
apps/frappe/frappe/config/desk.py,Chat messages and other notifications.,پيغامونه او نورو خبرتیاوې Chat.
apps/frappe/frappe/public/js/frappe/social/Home.vue,Social Home,ټولنیز کور
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py,Insert After cannot be set as {0},وروسته نه شي کولای ورننويستل {0}
apps/frappe/frappe/public/js/frappe/form/sidebar/share.js,Share {0} with,Share {0} سره
apps/frappe/frappe/public/js/frappe/desk.js,Email Account setup please enter your password for: ,برېښناليک حساب تشکیلاتو لطفا د خپل پټنوم داخل کړی:
DocType: Workflow State,hand-up,لاس-up
DocType: Blog Settings,Writers Introduction,ليکوال سريزه
DocType: Address,Phone,تيليفون
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Select Document Type or Role to start.,انتخاب لاسوند ډول یا رول ته پيل کړي.
DocType: Contact,Passive,Passive
DocType: Auto Repeat,Accounts Manager,حسابونه مدير
apps/frappe/frappe/desk/form/assign_to.py,Assignment for {0} {1},د {1} {1} لپاره مسؤل
apps/frappe/frappe/templates/pages/integrations/payment-cancel.html,Your payment is cancelled.,ستاسو اجوره لغوه.
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select File Type,دوتنه انتخاب ډول
apps/frappe/frappe/core/doctype/success_action/success_action.js,View All,ټول وګوری
DocType: Help Article,Knowledge Base Editor,پوهې بنسټ اېډېټر
apps/frappe/frappe/public/js/frappe/views/container.js,Page not found,Page ونه موندل شو
DocType: DocField,Precision,Precision
DocType: Website Slideshow,Slideshow Items,ننداريزکتل سامان
apps/frappe/frappe/utils/password_strength.py,Try to avoid repeated words and characters,د پرله پسې خبرو او د تورو د مخنيوي هڅه وکړي
DocType: Workflow Action,Workflow State,ننګولې د بهرنیو چارو
apps/frappe/frappe/core/doctype/version/version_view.html,Rows Added,د قطارونو د ورزیاتولو
apps/frappe/frappe/www/list.py,My Account,زما حساب
DocType: ToDo,Allocated To,د اختصاص
apps/frappe/frappe/templates/emails/password_reset.html,Please click on the following link to set your new password,لطفا د خپل نوي شفر وټاکه په لاندې لینک کلیک
DocType: Notification,Days After,وروسته له څو ورځو
apps/frappe/frappe/public/js/frappe/form/print.js,QZ Tray Connection Active!,د QZ ټری ارتباط فعال!
DocType: Contact Us Settings,Settings for Contact Us Page,زمونږ لپاره د تماس Page امستنې
DocType: Print Settings,Enable Print Server,د چاپ سرور فعالول
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,{0} weeks ago,{0} اوونۍ دمخه
DocType: Email Account,Footer,پښۍ
apps/frappe/frappe/config/integrations.py,Authentication,اعتبار
apps/frappe/frappe/utils/verified_command.py,Invalid Link,باطلې لینک
DocType: Web Form,Client Script,د مراجع سکریپټ
DocType: Web Page,Show Title,انکړپټه ښودل عنوان
DocType: Chat Message,Direct,مستقیم
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Fieldname {1} appears multiple times in rows {2},{0}: د ساحې {1} په قطارونو کې ډیری ځلې څرګندیږي {2}
DocType: Property Setter,Property Type,د ملکیت ډول
DocType: Workflow State,screenshot,پرده
