apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Na voljo so nova izdaja {{} za naslednje programe
DocType: Data Import Beta,Import Type,Vrsta uvoza
DocType: Access Log,HTML Page,Stran HTML
DocType: Address,Subsidiary,Hčerinska družba
apps/frappe/frappe/public/js/frappe/form/print.js,Attempting Connection to QZ Tray...,Poskus povezave s pladnjem QZ ...
DocType: System Settings,In Hours,V urah
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Google Drive - Could not find folder in Google Drive - Error Code {0},Google Drive - mape v Googlu Drive ni bilo mogoče najti - koda napake {0}
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,With Letterhead,S pisemsko glavo
apps/frappe/frappe/email/smtp.py,Invalid Outgoing Mail Server or Port,Neveljavna Outgoing Mail Server ali Port
DocType: Custom DocPerm,Write,Napišite
apps/frappe/frappe/core/doctype/report/report.py,Only Administrator allowed to create Query / Script Reports,"Le administrator dovoli, da ustvarite poizvedbe / script Poročila"
apps/frappe/frappe/public/js/frappe/form/save.js,Updating,Posodabljanje
DocType: Data Import Beta,Preview,Predogled
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.js,"Field ""value"" is mandatory. Please specify value to be updated","Polje &quot;vrednost&quot; je obvezna. Prosimo, navedite vrednost, je treba posodobiti"
DocType: Customize Form,Use this fieldname to generate title,Uporabite ta fieldname ustvarjati naslov
apps/frappe/frappe/email/doctype/email_group/email_group.js,Import Email From,Uvoz Email Od
apps/frappe/frappe/contacts/doctype/contact/contact.js,Invite as User,Povabi kot uporabnik
DocType: Data Migration Run,Started,Začelo se je
apps/frappe/frappe/permissions.py,User {0} does not have access to this document,Uporabnik {0} nima dostopa do tega dokumenta
DocType: Data Migration Run,End Time,Končni čas
apps/frappe/frappe/public/js/frappe/views/interaction.js,Select Attachments,Izberite priponke
apps/frappe/frappe/model/naming.py, for {0},za {0}
apps/frappe/frappe/public/js/frappe/form/print.js,You are not allowed to print this document,Niste dovoljeno natisniti dokument
apps/frappe/frappe/data_migration/doctype/data_migration_run/data_migration_run.js,Currently updating {0},Trenutno posodabljamo {0}
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.py,Please set filters value in Report Filter table.,Prosim nastavite filtre vrednost v poročilo Filter tabeli.
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Export All {0} rows?,Izvozi vse {0} vrstice?
DocType: Page,Standard,Standardni
apps/frappe/frappe/core/doctype/data_import/data_import.js,Attach File,Priložite datoteko
DocType: Data Migration Plan,Preprocess Method,Metoda predprocesa
apps/frappe/frappe/desk/form/document_follow.py,Document Follow Notification,Dokument sledi obveščanju
apps/frappe/frappe/desk/page/backups/backups.html,Size,Velikost
apps/frappe/frappe/public/js/frappe/form/sidebar/assign_to.js,Assignment Complete,Razporeditev Complete
DocType: Desktop Icon,Idx,IDX
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html,Toggle Full Width,Preklopite s polno širino
DocType: Address,Madhya Pradesh,Madhya Pradesh
DocType: Deleted Document,New Name,Novo ime
DocType: System Settings,Is First Startup,Je prvi zagon
DocType: Communication,Email Status,E-pošta Status
apps/frappe/frappe/public/js/frappe/form/sidebar/assign_to.js,Please save the document before removing assignment,"Prosimo, shranite dokument pred odstranitvijo nalogo"
apps/frappe/frappe/public/js/frappe/form/grid_row_form.js,Insert Above,Vstavite Nad
apps/frappe/frappe/custom/doctype/custom_script/custom_script.js,Add script for Child Table,Dodajte skript za otroško tabelo
apps/frappe/frappe/desk/form/utils.py,Comment can only be edited by the owner,Komentar lahko uredi samo lastnik
DocType: Data Import,Do not send Emails,Ne pošiljajte e-poštnih sporočil
apps/frappe/frappe/utils/password_strength.py,Common names and surnames are easy to guess.,Skupna imena in priimki je lahko uganiti.
DocType: Google Drive,Google Drive,Google Drive
apps/frappe/frappe/public/js/frappe/model/indicator.js,Draft,Osnutek
apps/frappe/frappe/utils/password_strength.py,This is similar to a commonly used password.,To je podobno kot se običajno uporablja gesla.
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Female,Ženska
DocType: Success Action,Success Action,Uspešnost ukrepa
apps/frappe/frappe/public/js/frappe/model/indicator.js,Not Saved,Ni shranjeno
apps/frappe/frappe/www/third_party_apps.html,Revoke,Prekliči
apps/frappe/frappe/public/js/frappe/form/sidebar/document_follow.js,You are now following this document. You will receive daily updates via email. You can change this in User Settings.,Zdaj spremljate ta dokument. Prejemali boste dnevne posodobitve po e-pošti. To lahko spremenite v Uporabniških nastavitvah.
DocType: Contact,Replied,Odgovorjeno
DocType: Newsletter,Test,Testna
DocType: Custom Field,Default Value,Privzeta vrednost
DocType: Email Account,Enable Automatic Linking in Documents,Omogoči samodejno povezovanje v dokumentih
DocType: System Settings,Allow Guests to Upload Files,"Dovoli gostom, da naložijo datoteke"
apps/frappe/frappe/public/js/frappe/ui/messages.js,Verify,Preveri
DocType: Workflow Document State,Update Field,Update Field
DocType: Chat Profile,Enable Chat,Omogoči klepet
DocType: LDAP Settings,Base Distinguished Name (DN),Osnovna razločevalno ime (DN)
apps/frappe/frappe/email/doctype/email_account/email_account.py,Leave this conversation,Pusti ta pogovor
apps/frappe/frappe/model/base_document.py,Options not set for link field {0},Možnosti ni nastavljen za povezavo področju {0}
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,Queue / Worker,Čakalna vrsta / delavec
DocType: S3 Backup Settings,ap-southeast-1,ap-jugovzhod-1
DocType: DocType,"Must be of type ""Attach Image""",Morajo biti tipa &quot;Pripni sliko&quot;
apps/frappe/frappe/core/doctype/data_import/data_import.js,Unselect All,Počisti vse
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,You cannot unset 'Read Only' for field {0},"Ne, ne moreš nastavljen &quot;samo za branje&quot; za področje {0}"
DocType: Auto Email Report,Zero means send records updated at anytime,Zero pomeni pošiljanje evidence posodobljene kadarkoli
DocType: Auto Email Report,Zero means send records updated at anytime,Zero pomeni pošiljanje evidence posodobljene kadarkoli
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,Complete Setup,Končaj namestitev
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Updated successfully,Posodobljeno uspešno
DocType: Workflow State,asterisk,zvezdica
DocType: Data Import,Successful,Uspešno
apps/frappe/frappe/core/doctype/data_export/exporter.py,Please do not change the template headings.,"Prosimo, da ne spremenite predlogo rubrik."
DocType: Activity Log,Linked,Povezana
apps/frappe/frappe/config/desk.py,Activity log of all users.,Dnevnik dejavnost vseh uporabnikov.
DocType: Workflow State,shopping-cart,nakupovalni voziček
apps/frappe/frappe/public/js/frappe/views/gantt/gantt_view.js,Week,teden
DocType: DocType,Open a dialog with mandatory fields to create a new record quickly,Odprite pogovorno okno z obveznimi polji za hitro ustvarjanje novega zapisa
apps/frappe/frappe/templates/includes/login/login.js,Not Allowed: Disabled User,Ni dovoljeno: onemogočen uporabnik
DocType: Social Login Key,Google,Google
DocType: Email Domain,Example Email Address,Primer e-poštni naslov
apps/frappe/frappe/public/js/frappe/ui/sort_selector.js,Most Used,najbolj Rabljeni
,user-profile,uporabniški profil
apps/frappe/frappe/www/login.html,Forgot Password,Ste pozabili geslo
DocType: Dropbox Settings,Backup Frequency,backup Frequency
DocType: Workflow State,Inverse,Inverse
DocType: DocField,User permissions should not apply for this Link,Dovoljenja uporabnine ne bi smela uporabljati za to Link
apps/frappe/frappe/model/naming.py,Invalid naming series (. missing),Neveljavno poimenovanje zaporedja (Manjka .)
DocType: Web Form,Show Attachments,Prikaži priloge
DocType: Language,Language,Jezik
apps/frappe/frappe/public/js/frappe/desk.js,Browser not supported,Brskalnik ne podpira
apps/frappe/frappe/public/js/frappe/desk.js,Browser not supported,Brskalnik ne podpira
DocType: Social Login Key,Client URLs,URL-ji strank
apps/frappe/frappe/templates/pages/integrations/braintree_checkout.py,Some information is missing,Nekateri podatki manjkajo
apps/frappe/frappe/public/js/frappe/views/interaction.js,{0} created successfully,{0} uspešno ustvarjen
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,"Skipping {0} of {1}, {2}","Preskok {0} od {1}, {2}"
DocType: Custom DocPerm,Cancel,Prekliči
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Bulk Delete,Skupno brisanje
apps/frappe/frappe/core/doctype/file/file.py,File {0} does not exist,Datoteka {0} ne obstaja
DocType: Dashboard Chart,Dashboard Chart,Grafikon nadzorne plošče
DocType: Dashboard Chart,Last Quarter,Zadnja četrtina
apps/frappe/frappe/config/website.py,List of themes for Website.,Seznam tem za spletno stran.
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,"Dear User,","Spoštovani uporabnik,"
apps/frappe/frappe/core/doctype/role_permission_for_page_and_report/role_permission_for_page_and_report.js,Successfully Updated,uspešno Posodobljeno
DocType: Activity Log,Logout,Odjava
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions at higher levels are Field Level permissions. All Fields have a Permission Level set against them and the rules defined at that permissions apply to the field. This is useful in case you want to hide or make certain field read-only for certain Roles.,"Dovoljenja na višjih ravneh so dovoljenja pogoje. Vsa polja so določile Dovoljenje ravni pred njimi in pravila, s katerimi se na tem dovoljenja uporablja za področje. To je uporabno v primeru, da želite skriti ali prepričati polje samo za branje za določene vloge."
DocType: SMS Settings,"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","Vnesite statične parametre url tukaj (npr. Pošiljatelj = ERPNext, username = ERPNext, geslo = 1234 itd)"
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Google Font,Google Pisava
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"If these instructions where not helpful, please add in your suggestions on GitHub Issues.","Če teh navodil, kjer ni koristno, dodajte v vaše predloge na GitHub vprašanja."
DocType: Workflow State,bookmark,zaznamek
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Folder name should not include '/' (slash),Ime mape ne sme vsebovati &quot;/&quot; (poševnica)
DocType: Note,Note,Zapisek
apps/frappe/frappe/core/doctype/error_snapshot/error_snapshot.html,Error Report,Prijavi napako
apps/frappe/frappe/config/settings.py,Export Data in CSV / Excel format.,Izvoz podatkov v obliki CSV / Excel.
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.py,Setting up Global Search documents.,Priprava dokumentov globalnega iskanja.
apps/frappe/frappe/www/qrcode.html,Authentication Apps you can use are: ,"Aplikacije za preverjanje pristnosti, ki jih lahko uporabite, so:"
apps/frappe/frappe/public/js/frappe/form/controls/data.js,{0} already exists. Select another name,{0} že obstaja. Izberite drugo ime
DocType: S3 Backup Settings,None,Nihče
apps/frappe/frappe/core/doctype/doctype/doctype.py,Timeline field must be a valid fieldname,Časovnica polje mora biti veljaven fieldname
DocType: Contact,Email Ids,E-pošta ID-ji
DocType: GCalendar Account,Session Token,Session Token
DocType: Currency,Symbol,Symbol
apps/frappe/frappe/model/base_document.py,Row #{0}:,Vrstica # {0}:
apps/frappe/frappe/website/doctype/personal_data_deletion_request/personal_data_deletion_request.py,Confirm Deletion of Data,Potrdite brisanje podatkov
apps/frappe/frappe/auth.py,Login not allowed at this time,Prijava ni dovoljeno v tem času
DocType: Data Migration Run,Current Mapping Action,Trenutna kartografska akcija
DocType: Dashboard Chart Source,Source Name,Source Name
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,No email account associated with the User. Please add an account under User &gt; Email Inbox.,Z uporabnikom ni nobenega e-poštnega računa. Dodajte račun pod Uporabnik&gt; Prejeto po e-pošti.
DocType: Email Account,Email Sync Option,E-pošta Sync Možnost
apps/frappe/frappe/core/doctype/data_import/log_details.html,Row No,Vrstica št
DocType: Async Task,Runtime,Runtime
DocType: Post,Is Pinned,Je vezan
DocType: Contact Us Settings,Introduction,Predstavitev
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Pin Globally,Pripnite globalno
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html,Followed by,Sledi
DocType: LDAP Settings,LDAP Email Field,LDAP E-Polje
apps/frappe/frappe/core/page/dashboard/dashboard.js,{0} List,{0} Seznam
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,Export {0} records,Izvozi {0} zapisov
apps/frappe/frappe/desk/form/assign_to.py,Already in user's To Do list,Že v uporabniški storiti seznam
DocType: User Email,Enable Outgoing,Omogoči Odhodni
DocType: Address,Fax,Fax
apps/frappe/frappe/config/customization.py,Custom Tags,Oznake po meri
apps/frappe/frappe/email/smtp.py,Email Account not setup. Please create a new Email Account from Setup &gt; Email &gt; Email Account,E-poštnega računa ni nastavljeno. Ustvarite nov e-poštni račun iz programa Setup&gt; Email&gt; Email Account
DocType: Comment,Submitted,Predložen
DocType: Contact,Pulled from Google Contacts,Potegnjeno iz Google Stikov
apps/frappe/frappe/integrations/doctype/paypal_settings/paypal_settings.py,In Valid Request,Neveljavna Zahteva
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,Compiled Successfully,Sestavljeno uspešno
DocType: System Settings,Email Footer Address,Email Noga Naslov
apps/frappe/frappe/public/js/frappe/form/grid.js,Table updated,Tabela posodobljeni
DocType: Activity Log,Timeline DocType,Časovnica DOCTYPE
DocType: Success Action,Action Timeout (Seconds),Časovna omejitev dejanja (sekunde)
DocType: DocField,Text,Besedilo
apps/frappe/frappe/email/doctype/email_account/email_account_list.js,Default Sending,Privzeto Pošiljanje
DocType: Workflow State,volume-off,Obseg-off
apps/frappe/frappe/public/js/frappe/form/templates/timeline_item.html,Liked by {0},Všeč {0}
DocType: LDAP Settings,LDAP Security,Varnost LDAP
DocType: Footer Item,Footer Item,Noga Element
,Download Backups,Prenesi Varnostne kopije
DocType: Energy Point Log,Points,Točke
apps/frappe/frappe/core/doctype/file/test_file.py,Home/Test Folder 1,Domov/Testna mapa 1
apps/frappe/frappe/public/js/frappe/form/sidebar/assign_to.js,Assign to me,Dodeli se mi
DocType: DocField,Dynamic Link,Dynamic Link
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Press Alt Key to trigger additional shortcuts in Menu and Sidebar,"Pritisnite tipko Alt, da sprožite dodatne bližnjice v meniju in stranski vrstici"
DocType: List View Setting,List View Setting,Nastavitev pogleda seznama
apps/frappe/frappe/core/page/background_jobs/background_jobs_outer.html,Show failed jobs,Prikaži ni delovnih mest
DocType: Event,Details,Podrobnosti
DocType: Property Setter,DocType or Field,DOCTYPE ali Field
apps/frappe/frappe/public/js/frappe/form/sidebar/document_follow.js,You unfollowed this document,Odstranjevali ste ta dokument
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Primary Color,Primarna barva
DocType: Communication,Soft-Bounced,Soft-odskočila
DocType: System Settings,"If enabled, all users can login from any IP Address using Two Factor Auth. This can also be set only for specific user(s) in User Page","Če je omogočeno, se lahko vsi uporabniki prijavijo iz katerega koli naslova IP z uporabo Two Factor Auth. To je mogoče nastaviti tudi za določene uporabnike v uporabniški strani"
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,Seems Publishable Key or Secret Key is wrong !!!,Zdi se za objavo ključ ali Secret Key je narobe !!!
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,Seems Publishable Key or Secret Key is wrong !!!,Zdi se za objavo ključ ali Secret Key je narobe !!!
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Quick Help for Setting Permissions,Hitra pomoč za nastavitev pravic
DocType: Tag Doc Category,Doctype to Assign Tags,DOCTYPE da dodelite oznake
apps/frappe/frappe/core/doctype/error_snapshot/error_snapshot.js,Show Relapses,Prikaži zagonov
apps/frappe/frappe/core/doctype/communication/communication.js,Email has been moved to trash,E-pošta je bila premaknjena v koš
DocType: Report,Report Builder,Gradnik poročil
DocType: Async Task,Task Name,Ime naloga
DocType: Website Route Meta,Meta Tags,Meta oznake
apps/frappe/frappe/app.py,"Your session has expired, please login again to continue.","Vaša seja je potekla, se prijavite spet nadaljuje."
apps/frappe/frappe/app.py,"Your session has expired, please login again to continue.","Vaša seja je potekla, se prijavite spet nadaljuje."
apps/frappe/frappe/integrations/doctype/razorpay_settings/razorpay_settings.py,Invalid Subscription,Neveljavna naročnina
DocType: Comment,Workflow,Workflow
DocType: Website Settings,Welcome Message,Dobrodošli sporočilo
DocType: Webhook,Webhook Headers,Glave spletnega ure
DocType: Workflow State,Upload,Pošiljanje
DocType: User Permission,Advanced Control,Napredni nadzor
DocType: System Settings,Date Format,Oblika datuma
apps/frappe/frappe/website/doctype/blog_post/blog_post_list.js,Not Published,Ne Objavljeno
apps/frappe/frappe/config/settings.py,"Actions for workflow (e.g. Approve, Cancel).",Ukrepi za potek dela (npr odobri Cancel).
DocType: Data Import,Skip rows with errors,Preskoči vrstice z napakami
DocType: Workflow State,flag,zastava
DocType: Web Page,Text Align,Besedilo Poravnava
apps/frappe/frappe/model/naming.py,Name cannot contain special characters like {0},"Ime ne sme vsebovati posebnih znakov, kot je {0}"
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Print Documents,Natisni dokumente
apps/frappe/frappe/public/js/frappe/form/toolbar.js,Jump to field,Skoči na polje
DocType: Contact Us Settings,Forward To Email Address,Posreduj na elektronski naslov
DocType: Contact Phone,Is Primary Phone,Je primarni telefon
apps/frappe/frappe/public/js/frappe/form/templates/timeline.html,Send an email to {0} to link it here.,"Pošljite e-poštno sporočilo {0}, da ga povežete tukaj."
DocType: Auto Email Report,Weekdays,Delovni dnevi
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} records will be exported,{0} bodo izvoženi zapisi
apps/frappe/frappe/core/doctype/doctype/doctype.py,Title field must be a valid fieldname,Naslov polje mora biti veljaven fieldname
DocType: Post Comment,Post Comment,Objavi komentar
apps/frappe/frappe/config/core.py,Documents,Dokumenti
apps/frappe/frappe/config/users_and_permissions.py,Activity Log by ,Prijava dejavnosti
DocType: Social Login Key,Custom Base URL,URL baze po meri
DocType: Email Flag Queue,Is Completed,je končan
apps/frappe/frappe/website/doctype/web_form/web_form.js,Get Fields,Pridobi polja
apps/frappe/frappe/desk/page/user_profile/user_profile.js,Edit Profile,Uredi profil
DocType: Kanban Board Column,Archived,Arhivirano
DocType: Milestone Tracker,Document Type to Track,Vrsta dokumenta za sledenje
DocType: System Settings,Session Expiry in Hours e.g. 06:00,"Potek seje v urah, npr 06:00"
DocType: Customize Form Field,"This field will appear only if the fieldname defined here has value OR the rules are true (examples): 
myfield
eval:doc.myfield=='My Value'
eval:doc.age&gt;18","To polje se pojavi le, če ima fieldname tu opredeljena vrednost ALI pravila so prave (primeri): myfield eval: doc.myfield == &quot;Moja vrednost&quot; eval: doc.age&gt; 18"
DocType: Social Login Key,Office 365,Office 365
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Today,danes
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Today,danes
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Once you have set this, the users will only be able access documents (eg. Blog Post) where the link exists (eg. Blogger).","Ko ste to nastavljeno, bodo uporabniki lahko le dostop do dokumentov (npr. Blog post), kjer je povezava obstaja (npr. Blogger)."
DocType: Data Import Beta,Submit After Import,Pošlji po uvozu
DocType: Error Log,Log of Scheduler Errors,Dnevnik Scheduler Napake
DocType: User,Bio,Bio
DocType: OAuth Client,App Client Secret,App Client Secret
apps/frappe/frappe/public/js/frappe/form/save.js,Submitting,Pošiljanje
apps/frappe/frappe/core/doctype/data_export/exporter.py,Parent is the name of the document to which the data will get added to.,"Matično ime je dokument, na katerega bodo podatki dodani."
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Google Drive - Could not create folder in Google Drive - Error Code {0},Google Drive - mape v Googlu Drive ni bilo mogoče ustvariti - koda napake {0}
DocType: DocType,UPPER CASE,ZGORNJI CASE
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Custom HTML,Custom HTML
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Enter folder name,Vnesite ime mape
apps/frappe/frappe/contacts/doctype/address/address.py,No default Address Template found. Please create a new one from Setup &gt; Printing and Branding &gt; Address Template.,Predloga privzetega naslova ni bila najdena. Ustvarite novega iz nastavitve&gt; Tiskanje in trženje blagovne znamke&gt; Predloga naslova.
apps/frappe/frappe/auth.py,Unknown User,Neznan uporabnik
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Select Role,Izberite Role
DocType: Comment,Deleted,Izbrisan
DocType: Workflow State,adjust,prilagoditi
DocType: Web Form,Sidebar Settings,Sidebar Nastavitve
DocType: DocType,"If enabled, document views are tracked, this can happen multiple times","Če je omogočeno, si ogledu dokumentov sledimo, to se lahko zgodi večkrat"
DocType: Website Settings,Disable Customer Signup link in Login page,Onemogoči članstvo Customer povezava na stran za prijavo
apps/frappe/frappe/desk/report/todo/todo.py,Assigned To/Owner,Dodeljeno / Lastnik
DocType: Workflow State,arrow-left,puščica levo
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,Export 1 record,Izvozi 1 zapis
DocType: Workflow State,fullscreen,celozaslonski način
DocType: Chat Token,Chat Token,Tok klepeta
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,Create Chart,Ustvari grafikon
apps/frappe/frappe/templates/pages/integrations/stripe_checkout.html,john@doe.com,john@doe.com
apps/frappe/frappe/public/js/frappe/data_import/import_preview.js,Don't Import,Ne uvažaj
DocType: Web Page,Center,Center
DocType: Notification,Value To Be Set,"Vrednost, ki jo določi"
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Edit {0},Uredi {0}
apps/frappe/frappe/core/doctype/error_snapshot/error_snapshot_list.js,First Level,Prva raven
DocType: Workflow Document State,Represents the states allowed in one document and role assigned to change the state.,"Zastopa države dovoljene v enem dokumentu in vlogo, ki spremeni stanje."
DocType: Data Migration Connector,Database Name,Ime baze podatkov
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js,Refresh Form,Osveži Form
DocType: DocField,Select,Izberite
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,View Full Log,Ogled celotnega dnevnika
DocType: Assignment Rule,"Simple Python Expression, Example: status == 'Open' and type == 'Bug'","Preprosta Python Expression, Primer: status == &#39;Open&#39; in vnesite == &#39;Bug&#39;"
apps/frappe/frappe/utils/csvutils.py,File not attached,Datoteka ni priložena
apps/frappe/frappe/public/js/frappe/dom.js,Connection lost. Some features might not work.,Povezava izgubljena. Nekatere funkcije morda ne bodo delovale.
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""aaa"" are easy to guess","Ponavlja kot &quot;aaa&quot;, je lahko uganiti"
apps/frappe/frappe/public/js/frappe/chat.js,New Chat,Nov klepet
DocType: Top Bar Item,"If you set this, this Item will come in a drop-down under the selected parent.","Če nastavite to, bo ta točka prišla v spustnem meniju pod izbrano staršev."
DocType: Print Format,Show Section Headings,Prikaži razdelkov
DocType: Bulk Update,Limit,Limit
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,We have received a request for deletion of {0} data associated with: {1},"Prejeli smo zahtevo za izbris {0} podatkov, povezanih z: {1}"
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_layout.html,Add a new section,Dodaj nov razdelek
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,Filtered Records,Filtrirani zapisi
apps/frappe/frappe/www/printview.py,No template found at path: {0},Ne predlogo najdete na poti: {0}
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,No Email Account,Ne E-račun
DocType: Comment,Cancelled,Preklicana
DocType: Chat Room,Avatar,Avatar
DocType: Blogger,Posts,Prispevkov
DocType: Social Login Key,Salesforce,Prodajno silo
DocType: DocType,Has Web View,Ima spletno View
apps/frappe/frappe/core/doctype/doctype/doctype.py,"DocType's name should start with a letter and it can only consist of letters, numbers, spaces and underscores","ime DOCTYPE se mora začeti s črko in je lahko sestavljena samo iz črk, številk, presledkov in podčrtaj"
DocType: Dashboard,Dashboard Name,Ime nadzorne plošče
apps/frappe/frappe/www/update-password.html,The password of your account has expired.,Geslo vašega računa je poteklo.
DocType: Communication,Spam,Nezaželena pošta
DocType: Integration Request,Integration Request,integracija Zahteva
apps/frappe/frappe/public/js/frappe/views/communication.js,Dear,Dragi
apps/frappe/frappe/public/js/frappe/ui/group_by/group_by.js,Add Group,Dodaj skupino
DocType: Address,Maharashtra,Maharashtra
DocType: Auto Repeat,Accounts User,Računi uporabnikov
DocType: Web Page,HTML for header section. Optional,HTML glava. Neobvezno
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html,This feature is brand new and still experimental,Ta funkcija je popolnoma nov in še vedno eksperimentalni
apps/frappe/frappe/model/rename_doc.py,Maximum {0} rows allowed,Največje {0} vrstice dovoljeno
DocType: Dashboard Chart Link,Chart,Graf
DocType: Email Unsubscribe,Global Unsubscribe,Globalno Odjavi
apps/frappe/frappe/utils/password_strength.py,This is a very common password.,To je zelo pogost geslo.
apps/frappe/frappe/email/doctype/email_group/email_group.js,View,Poglej
DocType: Comment,Assigned,Dodeljeno
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.js,Click on <b>Authorize Google Drive Access</b> to authorize Google Drive Access.,"Kliknite <b>Dovoli dostop</b> do Google Drive, da pooblastite <b>dostop</b> do Google Drive."
DocType: Print Format,Js,Js
apps/frappe/frappe/public/js/frappe/views/communication.js,Select Print Format,Izberite Print Format
apps/frappe/frappe/utils/password_strength.py,Short keyboard patterns are easy to guess,Kratke vzorci na tipkovnici je lahko uganiti
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,Generate New Report,Ustvari novo poročilo
DocType: Portal Settings,Portal Menu,portal Meni
apps/frappe/frappe/database/schema.py,Length of {0} should be between 1 and 1000,Dolžina {0} mora biti med 1 in 1000
apps/frappe/frappe/public/js/frappe/ui/toolbar/search.js,Search for anything,Iskanje za nič
DocType: Data Migration Connector,Hostname,Ime gostitelja (hostname)
DocType: Data Migration Mapping,Condition Detail,Pogojno stanje
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"For currency {0}, the minimum transaction amount should be {1}",Za valuto {0} mora biti najmanjša vsota transakcije {1}
DocType: DocField,Print Hide,Print Skrij
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,To User,Uporabniku
apps/frappe/frappe/public/js/frappe/ui/messages.js,Enter Value,Vnesite vrednost
DocType: Workflow State,tint,odtenek
DocType: DocField,In Preview,V predogledu
DocType: Webhook,JSON Request Body,Organ za zahteve JSON
DocType: Web Page,Style,Style
DocType: Prepared Report,Report End Time,Poročilo o koncu časa
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js,e.g.:,na primer:
apps/frappe/frappe/website/doctype/blog_post/blog_post.py,{0} comments,{0} komentarji
apps/frappe/frappe/public/js/frappe/desk.js,Version Updated,Različica posodobljena
DocType: Customize Form Field,Label and Type,Label in Type
DocType: Workflow State,forward,naprej
apps/frappe/frappe/public/js/frappe/form/sidebar/form_sidebar.js,{0} edited this {1},{0} uredil to {1}
DocType: Custom DocPerm,Submit,Submit
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,New Folder,Nova mapa
DocType: Email Account,Uses the Email Address mentioned in this Account as the Sender for all emails sent using this Account. ,"Uporablja e-poštni naslov, naveden v tem računu, kot Sender za vse e-poštnih sporočil, poslanih z uporabo tega računa."
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Toggle Charts,Toggle Charts
DocType: Website Settings,Sub-domain provided by erpnext.com,"Sub-domene, ki jih erpnext.com"
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,Setting up your system,Nastavitev sistema
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Descendants Of,Potomci iz
DocType: System Settings,dd-mm-yyyy,dd-mm-llll
